,postal_code,State,City,CountyName,2016,2017,2018,2019,2020,2021
17548,20677,MD,La Plata,Charles County,394666,392965,403319,409826,430371,499123
17549,1613,MA,Worcester,Worcester County,280080,288176,302016,312217,340961,433796
17550,5830,VT,Derby Line,Orleans County,128163,131256,133663,139183,146218,168923
17551,49051,MI,East Leroy,Calhoun County,148713,155668,161237,170086,185530,212731
17552,15486,PA,Franklin Township,Fayette County,122753,125039,133873,139571,144824,178544
17553,56131,MN,Fulda,Murray County,101450,107267,116182,122787,124179,140195
17554,46056,IN,Markleville,Madison County,137242,146482,152896,161146,180920,208681
17555,53153,WI,North Prairie,Waukesha County,271616,289592,302557,311848,326940,372963
17556,28617,NC,Crumpler,Ashe County,161533,166847,177427,183339,189598,213178
17557,13332,NY,Town Of Lebanon,Madison County,85967,89723,94229,96950,100094,109650
17558,40107,KY,Boston,Nelson County,128926,139404,152406,166339,171424,206407
17559,49241,MI,Hanover,Jackson County,127165,128894,142514,151963,168002,191019
17560,84333,UT,Richmond,Cache County,218231,234064,257877,287763,309745,368578
17561,50669,IA,Reinbeck,Grundy County,123726,128961,133308,137979,140418,151018
17562,36032,AL,Fort Deposit,Lowndes County,69136,70678,72185,74215,78616,85431
17564,21160,MD,Whiteford,Harford County,266990,278539,283028,289146,303168,343821
17565,70455,LA,Robert,Tangipahoa Parish,163835,168528,164671,166494,163082,179787
17566,16611,PA,Porter Township,Huntingdon County,125776,131398,140031,148983,154211,170582
17567,42409,KY,Dixon,Webster County,70645,74064,76788,80314,83808,93672
17569,36053,AL,Midway,Bullock County,44183,44644,42644,46842,50159,58287
17570,6782,CT,Plymouth,Litchfield County,197710,198568,205666,207051,212923,255690
17571,4634,ME,Franklin,Hancock County,149412,163313,160571,160989,162136,192028
17572,7077,NJ,Woodbridge Township,Middlesex County,263799,274384,294992,306075,316477,365035
17573,49747,MI,Hubbard Lake,Alcona County,137723,142051,150769,158134,164551,186647
17575,12996,NY,Town Of Willsboro,Essex County,138909,145872,154001,160393,164612,180008
17576,96762,HI,Laie,Honolulu County,845733,913622,983581,1020772,999461,1162123
17577,48022,MI,Emmett,Saint Clair County,173264,184833,205503,217319,227198,260483
17578,27888,NC,Walstonburg,Greene County,84881,88587,96244,101218,102551,116200
17579,4253,ME,Livermore,Androscoggin County,144543,157797,167678,172744,194864,263829
17580,46130,IN,Fountaintown,Shelby County,165890,175470,188110,198633,208061,237188
17581,32359,FL,Steinhatchee,Taylor County,113955,119414,126365,133143,140180,161449
17582,10537,NY,Cortlandt Manor,Westchester County,182087,198343,219809,229790,273634,325074
17583,43358,OH,West Mansfield,Logan County,125028,134485,148483,154498,164532,184294
17584,60146,IL,Kirkland,DeKalb County,141945,151857,157959,166502,175119,206843
17585,24472,VA,Raphine,Rockbridge County,210788,217839,224321,231356,236476,261688
17586,15442,PA,Redstone Township,Fayette County,85095,85728,89349,87021,85285,96178
17587,4970,ME,Rangeley,Franklin County,235669,242036,249605,260882,258492,310590
17588,18077,PA,Riegelsville,Bucks County,295721,312119,319079,327965,341979,396865
17589,98320,WA,Brinnon,Jefferson County,245283,265746,280716,292442,302989,352601
17591,49751,MI,Johannesburg,Otsego County,107697,113727,121597,129616,134533,151611
17592,24085,VA,Eagle Rock,Botetourt County,117729,118142,123308,129313,133001,145880
17593,54824,WI,Centuria,Polk County,125631,133058,143545,152528,165307,195167
17594,14012,NY,Barker,Niagara County,121057,133894,136163,146091,163428,191107
17595,54245,WI,Valders,Manitowoc County,147189,152282,160082,166698,179663,208666
17596,94923,CA,Bodega Bay,Sonoma County,930651,982847,1061825,1062478,1114299,1338854
17597,71851,AR,Mineral Springs,Howard County,43357,46435,52317,56756,58430,65425
17598,49034,MI,Climax,Kalamazoo County,131726,140902,153194,163725,172575,197823
17599,95573,CA,Willow Creek,Humboldt County,307942,311345,309878,294700,294478,333321
17600,5486,VT,South Hero,Grand Isle County,321480,326737,340758,355781,385736,450994
17601,47850,IN,Farmersburg,Sullivan County,81282,83329,91767,97369,99239,111046
17603,93556,CA,Ridgecrest,Kern County,127621,141522,154846,167242,154605,185574
17604,22952,VA,Lyndhurst,Augusta County,184004,190304,198008,207910,215055,239460
17605,93426,CA,Bradley,San Luis Obispo County,388893,418609,429384,433085,463469,540997
17606,97431,OR,Dexter,Lane County,283315,309586,342096,365193,393245,473814
17607,13679,NY,Redwood,Jefferson County,119451,126126,125676,127592,127834,144479
17609,1262,MA,Stockbridge,Berkshire County,448030,449260,449045,469931,487223,573230
17610,15458,PA,German Township,Fayette County,94634,96704,96036,96645,99052,113677
17611,74932,OK,Rock Island,LeFlore County,77758,78799,82270,86724,90720,99940
17612,48748,MI,National City,Iosco County,88919,92906,96446,100906,104438,119369
17613,3258,NH,Chichester,Merrimack County,261746,277979,292793,304101,323672,376384
17614,93626,CA,Friant,Fresno County,401938,419538,440708,457969,473428,556989
17615,60184,IL,Wayne,DuPage County,519318,521502,513590,510935,509317,573214
17616,52159,IA,Monona,Clayton County,111793,116091,120765,123389,126774,135931
17617,12912,NY,Black Brook,Clinton County,97512,105198,110521,115568,119463,129777
17618,52043,IA,Elkader,Clayton County,100055,104400,110614,113095,114034,122602
17619,48742,MI,Lincoln,Alcona County,86811,89397,93084,97315,100276,113410
17620,61843,IL,Fisher,Champaign County,139669,141983,144012,145011,148488,159467
17621,12926,NY,Town Of Constable,Franklin County,82264,87435,92168,97243,99522,108266
17622,65787,MO,Roach,Camden County,208298,210677,220113,237292,251457,332378
17624,78873,TX,Leakey,Real County,190452,209914,216525,222716,229815,262035
17625,29468,SC,Pineville,Berkeley County,104230,115970,121183,131295,137420,161722
17626,16822,PA,Beech Creek Township,Clinton County,114330,121218,129042,136787,140120,154616
17627,31765,GA,Meigs,Thomas County,94876,99764,103706,109056,111241,124472
17628,56232,MN,Dawson,Lac Qui Parle County,68050,72903,77530,81613,85695,97106
17629,33122,FL,Doral,Miami-Dade County,1077693,1208456,1204327,1179133,1101822,1163929
17630,12981,NY,Town Of Saranac,Clinton County,107349,118103,125005,131920,132905,140936
17631,79359,TX,Seagraves,Gaines County,76347,82555,85409,86126,89647,100021
17632,36782,AL,Sweet Water,Marengo County,51974,49189,52934,54851,62640,82266
17633,12918,NY,Town Of Saranac,Clinton County,115890,127862,135688,142190,143485,153279
17634,87825,NM,Socorro,Socorro County,108591,116638,109656,118105,126581,139352
17635,13495,NY,Yorkville,Oneida County,93802,98993,106276,111227,116651,146828
17636,55952,MN,Lewiston,Winona County,182716,193207,204870,213763,217958,240596
17637,48835,MI,Fowler,Clinton County,150179,160603,168203,175673,195188,220769
17638,54435,WI,Gleason,Lincoln County,142064,148628,155481,161559,161185,178927
17639,50675,IA,Traer,Tama County,113057,117718,120359,125751,128773,135529
17640,49309,MI,Bitely,Newaygo County,74596,76805,81036,86360,90142,109464
17641,98828,WA,Malaga,Chelan County,255781,273934,304555,323423,344016,415715
17642,61533,IL,Glasford,Peoria County,115639,115921,119127,120629,120645,135148
17643,52322,IA,Oxford,Johnson County,206733,220829,232463,243488,254332,271428
17644,31303,GA,Clyo,Effingham County,160032,165569,174003,180731,179505,216839
17645,48159,MI,Maybee,Monroe County,162389,167299,174826,190393,194981,227932
17646,40486,KY,Tyner,Clay County,90066,86037,80767,80039,72571,92752
17647,74941,OK,Keota,Haskell County,63604,65497,71943,79769,85619,98652
17648,4660,ME,Mount Desert,Hancock County,529864,544508,571984,596594,619639,718127
17649,54460,WI,Owen,Clark County,71955,75150,79870,81776,86159,98156
17650,48886,MI,Six Lakes,Montcalm County,89701,94867,103553,109296,123027,134438
17651,29729,SC,Richburg,Chester County,104254,108519,113110,116430,125532,138948
17652,70049,LA,Edgard,Saint John the Baptist Parish,113550,107704,102640,99758,90404,99162
17653,74940,OK,Howe,LeFlore County,89585,91577,94788,97983,101986,111797
17654,3245,NH,Holderness,Grafton County,316964,325873,345565,366637,385069,483078
17655,62080,IL,Ramsey,Fayette County,68237,69708,73802,78115,79061,85827
17656,53968,WI,Wonewoc,Juneau County,72421,77092,81280,88169,92935,106023
17657,48414,MI,Bancroft,Shiawassee County,104889,113455,125035,132126,135710,159311
17658,35981,AL,Ider,De Kalb County,90204,94090,99389,104141,109011,123973
17659,12764,NY,Tusten,Sullivan County,198590,190088,209929,210592,227182,270666
17660,56528,MN,Dent,Otter Tail County,230691,247148,268431,283388,290205,325823
17661,68465,NE,Wilber,Saline County,95106,102817,110613,118425,123694,139255
17662,15954,PA,East Wheatfield Township,Indiana County,79182,89066,93385,96508,97672,107978
17663,78393,TX,Woodsboro,Refugio County,87116,92401,98456,106037,110382,113662
17664,98586,WA,South Bend,Pacific County,121180,132436,141322,148495,154738,182417
17665,68731,NE,Dakota City,Dakota County,131909,140562,149947,163027,168549,187370
17666,77335,TX,Goodrich,Polk County,78194,83168,86583,88746,91402,101600
17667,58257,ND,Mayville,Traill County,119382,120844,123987,131653,130371,135067
17668,24555,VA,Glasgow,Rockbridge County,110431,113882,117089,121601,124666,137582
17669,20117,VA,Middleburg,Loudoun County,663224,686491,712999,731543,759028,900908
17670,14139,NY,Wales,Erie County,202719,219834,227189,243477,253753,293199
17671,13658,NY,Ogdensburg,Saint Lawrence County,75775,74569,75773,81243,85018,103586
17672,44510,OH,Youngstown,Mahoning County,20674,19992,20840,20074,23903,28770
17673,28538,NC,Hookerton,Greene County,96199,96156,99665,104437,105763,116966
17674,49026,MI,Bloomingdale,Van Buren County,100083,116620,121479,118090,131681,160966
17675,76443,TX,Cross Plains,Callahan County,76989,82341,92007,99334,98988,108731
17676,51455,IA,Manning,Carroll County,93547,97756,103250,108563,111084,119435
17678,14741,NY,Town Of Great Valley,Cattaraugus County,117085,113021,119058,128858,132289,145649
17679,13736,NY,Berkshire,Tioga County,103590,108764,115969,119758,122591,133446
17680,58329,ND,Dunseith,Rolette County,86440,91840,86285,80936,75519,80821
17681,56296,MN,Wheaton,Traverse County,44559,47575,51353,54105,55668,62049
17682,68869,NE,Ravenna,Buffalo County,101248,114289,119388,127580,129880,143689
17684,62882,IL,Sandoval,Marion County,83270,96492,106878,117106,115668,128708
17685,83612,ID,Council,Adams County,162382,174040,192546,210320,227208,299477
17686,98377,WA,Randle,Lewis County,122676,134845,148552,155767,172925,231225
17689,50247,IA,State Center,Marshall County,127568,132063,141314,147634,152271,166000
17690,60922,IL,Chebanse,Iroquois County,127698,132726,134034,141026,144848,154886
17691,31565,GA,Waverly,Camden County,189618,200068,211631,214494,218846,247073
17692,71016,LA,Castor,Bienville Parish,67670,73526,82181,87919,81374,86297
17693,53951,WI,North Freedom,Sauk County,137233,146836,157574,169178,176340,187022
17694,54896,WI,Winter,Sawyer County,113286,116923,125491,131542,139419,159690
17695,64019,MO,Centerview,Johnson County,137250,144381,152875,162834,178387,208634
17696,54112,WI,Coleman,Marinette County,98723,104376,111487,118943,122927,140284
17698,25275,WV,Sandyville,Jackson County,85029,87202,95467,100209,104224,114614
17699,95968,CA,Palermo,Butte County,162368,166608,179468,218055,229506,262150
17700,23922,VA,Burkeville,Nottoway County,109020,108368,109805,111095,118218,135887
17701,26386,WV,Lumberport,Harrison County,55243,55797,62230,65010,67516,74067
17702,48877,MI,Riverdale,Gratiot County,80911,85634,91944,97266,103779,125323
17703,21625,MD,Cordova,Talbot County,241025,245843,265528,269564,271645,330676
17704,61284,IL,Andalusia,Rock Island County,171838,169203,177185,179775,186267,202107
17705,46919,IN,Converse,Miami County,85829,90299,97291,102852,106080,119676
17706,39346,MS,Noxapater,Winston County,87015,87950,93264,100764,105440,107057
17707,50228,IA,Prairie City,Jasper County,141178,145537,149603,154420,157871,173062
17708,55396,MN,Winthrop,Sibley County,87390,91948,101384,109796,118811,135689
17709,17047,PA,Southwest Madison Township,Perry County,178901,186724,195608,205304,211501,233704
17710,44645,OH,Marshallville,Wayne County,159439,167430,175268,182796,198687,231230
17711,43901,OH,Adena,Jefferson County,66884,69189,72965,77265,82050,91329
17712,28423,NC,Bolton,Columbus County,83912,87921,91251,95525,102218,118376
17713,22469,VA,Hague,Westmoreland County,209941,212031,212096,219415,227727,255931
17714,30634,GA,Dewy Rose,Elbert County,108071,113755,123541,131215,135019,153032
17715,75643,TX,Gary City,Panola County,119290,125583,128239,134410,135926,149758
17716,31738,GA,Coolidge,Thomas County,109923,114941,121692,125497,128522,146523
17717,21798,MD,Woodsboro,Frederick County,313837,328313,340723,342303,356523,411524
17718,64725,MO,Archie,Cass County,134638,144236,153767,163943,174493,202323
17719,65039,MO,Hartsburg,Boone County,216792,232059,239728,254303,269422,299036
17720,71956,AR,Mountain Pine,Garland County,62511,66201,68383,72677,80082,95437
17721,3057,NH,Mont Vernon,Hillsborough County,310599,317310,335562,342772,389371,473121
17722,74726,OK,Bokchito,Bryan County,88433,90022,94906,102229,108369,119297
17723,59063,MT,Park City,Stillwater County,252470,270522,295281,315436,335363,384043
17724,3830,NH,Wakefield,Carroll County,220290,236614,256546,286809,311329,393148
17725,14716,NY,Brocton,Chautauqua County,83763,83979,82782,90455,106815,125822
17726,93667,CA,Tollhouse,Fresno County,274219,276575,292353,308252,335947,393617
17727,39769,MS,Sturgis,Oktibbeha County,127858,135071,136806,141654,141794,141514
17728,37178,TN,Tennessee Ridge,Houston County,96476,104017,110908,116948,123887,136367
17729,97360,OR,Mill City,Linn County,170800,186643,209415,231320,249175,300712
17730,24243,VA,Dryden,Lee County,78194,82023,82583,82897,81272,85486
17731,79241,TX,Lockney,Floyd County,76560,77512,75733,74780,78052,82943
17732,88252,NM,Jal,Lea County,99887,92319,94483,106648,121474,132962
17734,52151,IA,Lansing,Allamakee County,140495,147032,152272,158106,163476,177051
17735,24067,VA,Callaway,Franklin County,164499,171568,178984,185308,190597,221013
17736,61427,IL,Cuba,Fulton County,78330,80742,83450,86449,88069,94325
17737,76366,TX,Holliday,Archer County,86984,92173,90747,92912,94875,109331
17738,92365,CA,Newberry Springs,San Bernardino County,120500,127765,134588,132231,142074,187383
17740,61326,IL,Granville,Putnam County,92948,97162,101087,104896,106125,115986
17742,49713,MI,Boyne Falls,Charlevoix County,131079,133324,144390,158409,163197,188206
17743,44629,OH,Gnadenhutten,Tuscarawas County,104911,111207,118210,121700,107894,128264
17744,53035,WI,Iron Ridge,Dodge County,185964,191336,203998,215401,225208,255434
17745,50833,IA,Bedford,Taylor County,63282,68068,73991,77736,79955,87750
17746,52336,IA,Springville,Linn County,159987,166528,170374,181098,185733,207846
17748,43128,OH,Jeffersonville,Fayette County,85738,88878,93252,98884,104620,119911
17749,24176,VA,Union Hall,Franklin County,383874,390745,401738,414226,423492,521845
17751,34216,FL,Anna Maria,Manatee County,981928,1028375,1066077,1110407,1166831,1529527
17753,83873,ID,Wallace,Shoshone County,101345,108435,122109,139541,154858,176205
17754,29163,SC,Vance,Orangeburg County,92446,96238,100519,105075,103735,111290
17755,93601,CA,Ahwahnee,Madera County,288572,308597,335421,341640,358823,420689
17756,14033,NY,Town Of Colden,Erie County,205068,214940,230056,243035,253032,296548
17757,10577,NY,Purchase,Westchester County,1361951,1369513,1401303,1378245,1347240,1471946
17758,3887,NH,Middleton,Strafford County,173598,185866,198044,214187,227860,270293
17759,30668,GA,Tignall,Lincoln County,97587,101460,110233,114551,116381,132019
17760,15535,PA,Monroe Township,Bedford County,161124,167036,175097,184056,187600,203812
17761,71051,LA,Elm Grove,Bossier Parish,147798,149093,145178,144757,143818,155150
17763,42027,KY,Boaz,Graves County,121288,126792,133551,147388,145877,162908
17764,36353,AL,Newville,Henry County,72417,74276,78800,82986,86685,93790
17765,71378,LA,Wisner,Franklin Parish,60000,60653,61291,58773,58713,60965
17766,75436,TX,Detroit,Red River County,85118,92926,102267,106843,106956,119949
17767,67030,KS,Colwich,Sedgwick County,168364,174120,180887,190272,204710,235654
17768,12916,NY,Town Of Moira,Franklin County,74062,78815,84481,88008,90852,98604
17769,17536,PA,Colerain Township,Lancaster County,283763,291098,309397,322320,332610,382955
17770,24324,VA,Draper,Pulaski County,140347,144737,151920,159352,165121,184456
17771,1515,MA,East Brookfield,Worcester County,221182,234706,255002,259777,279802,329865
17772,56586,MN,Underwood,Otter Tail County,212220,225701,241401,253122,259465,288872
17773,56072,MN,New Richland,Waseca County,132409,139289,147935,156147,158891,180529
17774,12496,NY,Town of Windham,Greene County,266045,274589,286773,292218,294114,364901
17777,59821,MT,Arlee,Lake County,250251,263290,276963,290031,306236,365664
17778,53011,WI,Mitchell,Sheboygan County,160594,169239,187795,195365,211537,243061
17779,44807,OH,Attica,Seneca County,99585,103811,108012,112445,114677,129706
17780,28119,NC,Morven,Anson County,51277,52686,54780,55372,57343,65755
17781,83855,ID,Potlatch,Latah County,174240,187272,204235,220812,224298,257891
17782,49070,MI,Martin,Allegan County,131596,146273,157379,168045,179954,207890
17783,95525,CA,Blue Lake,Humboldt County,324842,359214,379830,368042,372579,444463
17784,13673,NY,Town of Philadelphia,Jefferson County,123859,122455,126367,125090,128672,150636
17785,76270,TX,Sunset,Montague County,214064,224039,235952,252805,266640,305048
17786,70733,LA,French Settlement,Livingston Parish,142550,146347,158360,157514,169624,193997
17787,76511,TX,Bartlett,Williamson County,118476,137033,151868,163475,176156,250365
17788,13164,NY,Town of Camillus,Onondaga County,164721,171201,181158,186186,202212,232667
17789,52206,IA,Atkins,Benton County,221542,231137,239065,247015,250721,269448
17790,23866,VA,Ivor,Southampton County,162840,168913,173475,180551,183012,201935
17791,71371,LA,Jena,LaSalle Parish,111734,108033,109376,114675,117348,116202
17792,28521,NC,Chinquapin,Duplin County,88395,96254,102906,108487,115237,134302
17793,42020,KY,Almo,Calloway County,125322,131349,136984,143195,146458,161054
17794,13420,NY,Webb,Herkimer County,299302,311751,328263,342974,352936,372318
17795,53585,WI,Sharon,Walworth County,140391,156434,170073,158844,156777,195396
17796,65351,MO,Sweet Springs,Saline County,58512,62536,67437,71620,79037,97750
17797,72562,AR,Newark,Independence County,70307,74941,79086,83319,86955,90743
17798,25515,WV,Gallipolis Ferry,Mason County,69319,70551,73055,77228,80285,88568
17799,95416,CA,Sonoma,Sonoma County,467564,490944,531109,506595,543926,617518
17800,49795,MI,Vanderbilt,Otsego County,95158,102908,111820,121204,127067,144641
17801,43071,OH,Saint Louisville,Licking County,167267,160048,174699,183655,192659,233919
17802,21635,MD,Galena,Kent County,236200,243504,251223,257062,261675,293741
17803,95960,CA,North San Juan,Nevada County,277930,290258,309849,332713,347418,412883
17804,31019,GA,Dexter,Laurens County,111902,120587,129477,136635,138801,153398
17805,96705,HI,Hanapepe,Kauai County,441230,459331,477778,500942,532685,592057
17806,75929,TX,Broaddus,San Augustine County,109009,110317,127973,136720,138518,160720
17807,26833,WV,Maysville,Grant County,109117,112697,121900,128105,129280,139460
17808,83833,ID,Harrison,Kootenai County,437204,452752,485365,522673,578443,799264
17809,68347,NE,Eagle,Cass County,203354,217295,229579,240741,246887,275657
17810,22637,VA,Gore,Frederick County,247457,261268,276350,282498,297288,352229
17811,35135,AL,Riverside,Saint Clair County,195813,202902,201985,211449,228474,258750
17812,22610,VA,Bentonville,Warren County,257347,263423,273508,283770,299109,362388
17813,15438,PA,Washington Township,Fayette County,96233,92706,95246,96035,91134,107460
17814,28436,NC,Delco,Columbus County,102053,107101,110470,114224,117109,135784
17816,38568,TN,Hilham,Overton County,81736,90691,100427,107631,114506,127981
17817,16914,PA,Springfield Township,Bradford County,132379,138269,149209,154285,158474,175318
17818,65284,MO,Sturgeon,Boone County,136206,144118,147554,154571,164273,192094
17820,12501,NY,Town of Amenia,Dutchess County,261547,269268,271356,278687,305908,366730
17821,3216,NH,Andover,Merrimack County,227660,241904,258333,260637,270249,325937
17822,60145,IL,Kingston,DeKalb County,175034,188173,192970,199235,213132,235344
17823,32694,FL,Waldo,Alachua County,113109,123350,130222,137907,150422,171278
17825,95333,CA,Le Grand,Merced County,172837,182261,207750,231200,257007,303884
17826,54247,WI,Whitelaw,Manitowoc County,145124,152267,161151,167653,179995,214307
17827,65647,MO,Exeter,Barry County,95365,100380,106676,111711,115290,128974
17828,12578,NY,Town of Pleasant Valley,Dutchess County,272639,286486,296647,315526,338443,395030
17829,53507,WI,Barneveld,Iowa County,184420,195550,211032,223352,232448,270744
17830,95452,CA,Kenwood,Sonoma County,863221,913062,985369,949657,999226,1216090
17831,16922,PA,Galeton,Potter County,74523,77199,82299,86076,86851,94166
17832,54639,WI,La Farge,Vernon County,94869,98670,106098,112462,113611,126286
17833,5773,VT,Wallingford,Rutland County,176264,180471,186059,190664,195692,233752
17834,54870,WI,Sarona,Washburn County,175671,183408,199120,222344,228135,250642
17835,17845,PA,Hartley Township,Union County,110190,117647,129194,135709,144558,163812
17838,51579,IA,Woodbine,Harrison County,111696,115677,119317,124780,127493,137538
17839,27869,NC,Rich Square,Northampton County,40029,41056,43851,45466,48576,56297
17840,49630,MI,Empire,Leelanau County,296619,314343,332530,347733,355909,407855
17841,39870,GA,Newton,Baker County,75800,76373,77914,81092,80478,88599
17842,31033,GA,Haddock,Jones County,99061,102962,109764,115686,118499,132516
17843,35087,AL,Joppa,Cullman County,103534,106917,109712,116341,123611,139834
17844,13424,NY,Oriskany,Oneida County,133876,139206,149137,154879,161196,189058
17845,28529,NC,Grantsboro,Pamlico County,99771,104273,109030,114061,117235,133379
17846,48460,MI,New Lothrop,Shiawassee County,123739,141708,150519,151692,163062,189428
17847,23954,VA,Meherrin,Prince Edward County,106055,109245,112271,115455,119431,133817
17848,72530,AR,Drasco,Cleburne County,124978,128740,134048,136804,141101,156140
17849,17772,PA,Lewis Township,Northumberland County,176074,181607,191236,200138,208996,231592
17851,93516,CA,Boron,Kern County,50333,60028,73231,78258,89162,108155
17852,50140,IA,Lamoni,Decatur County,77217,77909,77771,79194,80343,87258
17853,37345,TN,Huntland,Franklin County,103595,109859,116584,113255,117783,134799
17854,53044,WI,Kohler,Sheboygan County,204832,222640,240097,249207,263610,295648
17855,16434,PA,Sparta Township,Crawford County,82271,82524,85009,88896,93233,108754
17856,54004,WI,Clayton,Polk County,123586,126841,135706,143717,154274,183287
17857,62548,IL,Mount Pulaski,Logan County,96704,94419,97243,100712,103029,112251
17858,35443,AL,Boligee,Greene County,52499,54835,54537,52215,53656,56658
17859,7711,NJ,Ocean Township,Monmouth County,879621,962665,1060507,1089225,1178112,1478930
17860,66073,KS,Perry,Jefferson County,152473,158130,165040,172282,178254,202837
17862,55974,MN,Spring Grove,Houston County,125604,134260,142903,149361,152600,170822
17863,4263,ME,Leeds,Androscoggin County,138582,132265,140628,148375,176769,214952
17864,53576,WI,Orfordville,Rock County,132564,142762,150483,159071,166762,181119
17865,89822,NV,Carlin,Elko County,125401,146273,166940,175206,175558,189008
17866,52045,IA,Epworth,Dubuque County,179605,186606,194369,206886,211181,230456
17867,27315,NC,Providence,Caswell County,101511,107032,112477,117294,119929,134042
17868,44675,OH,Sherrodsville,Carroll County,116282,124250,132363,139627,143892,163703
17869,87522,NM,Chimayo,Rio Arriba County,168982,169224,175043,185813,193548,209416
17870,14879,NY,Town of Bath,Steuben County,90373,93345,95186,98944,102420,117375
17871,46539,IN,Mentone,Kosciusko County,115290,120707,127022,131419,141685,155013
17872,47108,IN,Campbellsburg,Washington County,92114,97036,103883,112142,120002,136848
17873,10511,NY,Buchanan,Westchester County,341353,358717,376954,389354,399342,457597
17874,48834,MI,Fenwick,Montcalm County,102568,110528,119731,128534,137725,165974
17875,22448,VA,King George,King George County,179105,182487,188503,203873,205953,247899
17876,71765,AR,Strong,Union County,37150,37431,39887,45164,47780,52387
17877,16120,PA,Little Beaver Township,Lawrence County,141527,147291,154848,165510,174425,188340
17878,35078,AL,Harpersville,Shelby County,157124,165663,177518,188380,194825,219360
17879,13363,NY,Town Of Lee,Oneida County,142335,145013,157883,170972,176230,204674
17880,49719,MI,Cedarville,Mackinac County,128351,138351,143235,145128,149834,179309
17881,42452,KY,Robards,Henderson County,113126,115594,121238,124696,129254,139994
17883,66075,KS,Pleasanton,Linn County,77281,78055,81949,86030,88563,100232
17884,37309,TN,Calhoun,McMinn County,107557,112142,119919,128000,134763,149607
17885,71226,LA,Chatham,Jackson Parish,200908,211351,225729,238224,244556,262231
17886,63060,MO,Lonedell,Franklin County,133342,139252,141596,154968,166722,189241
17887,16936,PA,Jackson Township,Tioga County,117423,124505,135679,141815,147129,163081
17888,43973,OH,Freeport,Harrison County,81003,86408,93238,100593,105463,119981
17889,45682,OH,South Webster,Scioto County,70932,73909,77717,82969,84142,91853
17890,72366,AR,Marvell,Phillips County,27904,28528,28000,28811,28949,30207
17891,85342,AZ,Peoria,Maricopa County,203054,212424,232094,253856,292340,384737
17892,4750,ME,Limestone,Aroostook County,77984,68309,70584,74877,75821,80790
17893,21871,MD,Westover,Somerset County,130830,131658,131713,134548,136352,153062
17894,46772,IN,Monroe,Adams County,160279,169341,184415,197807,211221,238058
17895,93545,CA,Lone Pine,Inyo County,258456,251366,240333,240972,240091,273371
17896,39756,MS,Prairie,Clay County,75608,86344,83177,86189,88848,97136
17897,68779,NE,Stanton,Stanton County,123456,126041,135391,141884,146416,171209
17898,66088,KS,Valley Falls,Jefferson County,124858,128426,134165,141920,146841,164355
17899,81073,CO,Springfield,Baca County,73939,79182,86897,92114,95797,111594
17900,37095,TN,Liberty,Dekalb County,119295,129936,142395,153743,161713,183065
17901,49753,MI,Lachine,Alpena County,99294,105229,113241,118687,120688,138689
17902,4860,ME,St George,Knox County,270121,274833,286409,302137,316021,369083
17903,78147,TX,Poth,Wilson County,157067,168089,178596,182951,176808,202452
17904,17244,PA,Letterkenny Township,Franklin County,149243,159524,174405,179765,188768,218094
17905,72354,AR,Lepanto,Poinsett County,38554,40258,43064,49244,48165,53203
17906,14560,NY,Town Of Springwater,Livingston County,116795,121858,126126,128300,139443,158858
17907,31020,GA,Dry Branch,Twiggs County,56996,61016,68066,71995,74017,84111
17908,48815,MI,Clarksville,Ionia County,156883,168961,180830,194151,200182,230944
17909,53002,WI,Addison,Washington County,188925,195503,203881,215843,229204,275940
17910,81524,CO,Loma,Mesa County,303412,330876,363219,397445,429466,534643
17911,25033,WV,Buffalo,Putnam County,86600,89997,88301,89667,91809,103636
17912,25422,WV,Great Cacapon,Morgan County,131688,128842,132583,137882,140688,150815
17913,81236,CO,Nathrop,Chaffee County,361648,385905,406277,427273,440797,513040
17914,45346,OH,New Madison,Darke County,113725,117180,123195,128449,131997,147797
17915,28091,NC,Lilesville,Anson County,53532,55980,58006,60768,62235,70949
17916,36767,AL,Orrville,Dallas County,50731,50734,52107,51059,49386,52725
17919,14782,NY,Charlotte,Chautauqua County,87184,88244,91871,97201,109206,126791
17920,98635,WA,Lyle,Klickitat County,257860,285418,308454,325742,333328,388081
17922,48628,MI,Hope,Midland County,127725,129397,132519,138788,152710,177015
17923,5759,VT,Clarendon,Rutland County,185205,189542,194647,204500,212318,251249
17924,44086,OH,Thompson,Geauga County,156586,160972,168067,178237,185865,209687
17925,26031,WV,Benwood,Marshall County,40748,41198,44481,48179,46195,48236
17926,5059,VT,Hartford,Windsor County,304216,311339,322419,321520,304431,346153
17927,50472,IA,Saint Ansgar,Mitchell County,130749,135325,137885,142731,146505,159852
17928,6763,CT,Morris,Litchfield County,287017,287200,300647,307183,325395,402076
17929,35677,AL,Waterloo,Lauderdale County,86737,88796,94901,98278,102919,120880
17930,77872,TX,North Zulch,Madison County,179433,194704,207056,224037,227955,261977
17931,48851,MI,Lyons,Ionia County,112632,120558,130220,140778,149095,176010
17933,49730,MI,Elmira,Antrim County,104826,112016,120074,128716,134639,155110
17934,63967,MO,Williamsville,Wayne County,133167,138996,146263,149248,146381,162114
17935,97442,OR,Glendale,Douglas County,124291,139420,153543,162144,173078,212676
17936,14516,NY,Clyde,Wayne County,94601,100404,106820,112340,119458,134436
