,id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance,neighborhood
10,KrbzIWxERBbQ6BCpSV-9og,the-local-press-ozone-park,The Local Press,https://s3-media4.fl.yelpcdn.com/bphoto/NfNKj5zxY9KP8ATujhCEbw/o.jpg,False,https://www.yelp.com/biz/the-local-press-ozone-park?adjust_creative=UAiRW2alNdPn0MB0SXZMcQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAiRW2alNdPn0MB0SXZMcQ,206,"[{'alias': 'salad', 'title': 'Salad'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.5,"{'latitude': 40.68148235856385, 'longitude': -73.84694375767234}","['pickup', 'delivery']",$$,"{'address1': '92-15 Rockaway Blvd', 'address2': '', 'address3': None, 'city': 'Ozone Park', 'zip_code': '11417', 'country': 'US', 'state': 'NY', 'display_address': ['92-15 Rockaway Blvd', 'Ozone Park, NY 11417']}",+17183238800,(718) 323-8800,1480.2284949342602,Queens County
11,9kCcNKe7z9GZFU3NhkoExA,julias-ridgewood,Julia's,https://s3-media4.fl.yelpcdn.com/bphoto/IzszRJAS5lKNDpx1qjZDCQ/o.jpg,False,https://www.yelp.com/biz/julias-ridgewood?adjust_creative=UAiRW2alNdPn0MB0SXZMcQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAiRW2alNdPn0MB0SXZMcQ,232,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'newamerican', 'title': 'American (New)'}]",4.5,"{'latitude': 40.703143, 'longitude': -73.902956}","['pickup', 'delivery']",$$,"{'address1': '818 Woodward Ave', 'address2': '', 'address3': '', 'city': 'Ridgewood', 'zip_code': '11385', 'country': 'US', 'state': 'NY', 'display_address': ['818 Woodward Ave', 'Ridgewood, NY 11385']}",+19179091314,(917) 909-1314,6771.917957180571,Queens County
12,o_r0-1tGDoP_HyEONWKqCw,mojo-restaurant-forest-hills,Mojo Restaurant,https://s3-media1.fl.yelpcdn.com/bphoto/n8epa6oW6RZFz4EoZNTYQA/o.jpg,False,https://www.yelp.com/biz/mojo-restaurant-forest-hills?adjust_creative=UAiRW2alNdPn0MB0SXZMcQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAiRW2alNdPn0MB0SXZMcQ,471,"[{'alias': 'latin', 'title': 'Latin American'}]",4.0,"{'latitude': 40.720588, 'longitude': -73.8464128}","['pickup', 'delivery']",$$,"{'address1': '70-20 Austin St', 'address2': '', 'address3': None, 'city': 'Forest Hills', 'zip_code': '11375', 'country': 'US', 'state': 'NY', 'display_address': ['70-20 Austin St', 'Forest Hills, NY 11375']}",+17182616162,(718) 261-6162,5293.933675702654,Queens County
13,rI2AEfnQVvnFoWn2De96Qg,saffron-restaurant-howard-beach,Saffron Restaurant,https://s3-media3.fl.yelpcdn.com/bphoto/FtCqTIQWTFh4zLkX1CGa1g/o.jpg,False,https://www.yelp.com/biz/saffron-restaurant-howard-beach?adjust_creative=UAiRW2alNdPn0MB0SXZMcQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAiRW2alNdPn0MB0SXZMcQ,332,"[{'alias': 'spanish', 'title': 'Spanish'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",4.0,"{'latitude': 40.6542780937095, 'longitude': -73.8390364032719}",['delivery'],$$,"{'address1': '16150 Cross Bay Blvd', 'address2': '', 'address3': '', 'city': 'Howard Beach', 'zip_code': '11414', 'country': 'US', 'state': 'NY', 'display_address': ['16150 Cross Bay Blvd', 'Howard Beach, NY 11414']}",+13473924152,(347) 392-4152,2288.7298372748187,Queens County
14,vXYFa2qzppkGiOiVPrLwDQ,don-peppe-south-ozone-park-2,Don Peppe,https://s3-media3.fl.yelpcdn.com/bphoto/dw8QX8_6qvWOJagESUsXWQ/o.jpg,False,https://www.yelp.com/biz/don-peppe-south-ozone-park-2?adjust_creative=UAiRW2alNdPn0MB0SXZMcQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAiRW2alNdPn0MB0SXZMcQ,619,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.0,"{'latitude': 40.6689814908178, 'longitude': -73.8216334221041}",['delivery'],$$$,"{'address1': '135-58 Lefferts Blvd', 'address2': None, 'address3': '', 'city': 'South Ozone Park', 'zip_code': '11420', 'country': 'US', 'state': 'NY', 'display_address': ['135-58 Lefferts Blvd', 'South Ozone Park, NY 11420']}",+17188457587,(718) 845-7587,1066.9580291518514,Queens County
15,2osm4F3OA0PusrqvZJcKpQ,crab-du-jour-ozone-park-ozone-park-2,Crab Du Jour - Ozone Park,https://s3-media2.fl.yelpcdn.com/bphoto/ZCVEg06WQ8_dxL7U912GQw/o.jpg,False,https://www.yelp.com/biz/crab-du-jour-ozone-park-ozone-park-2?adjust_creative=UAiRW2alNdPn0MB0SXZMcQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAiRW2alNdPn0MB0SXZMcQ,74,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'cajun', 'title': 'Cajun/Creole'}]",4.0,"{'latitude': 40.68677669967879, 'longitude': -73.85093226517033}","['pickup', 'delivery']",,"{'address1': '91-02 Atlantic Ave', 'address2': None, 'address3': '', 'city': 'Ozone Park', 'zip_code': '11416', 'country': 'US', 'state': 'NY', 'display_address': ['91-02 Atlantic Ave', 'Ozone Park, NY 11416']}",+19173002616,(917) 300-2616,2106.4259527027507,Queens County
16,JmnkTReET5gqeYCga2NrxQ,chachawan-ridgewood,Chachawan,https://s3-media3.fl.yelpcdn.com/bphoto/Wquua6_8_1Kx8vE6d6qsMQ/o.jpg,False,https://www.yelp.com/biz/chachawan-ridgewood?adjust_creative=UAiRW2alNdPn0MB0SXZMcQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAiRW2alNdPn0MB0SXZMcQ,26,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.5,"{'latitude': 40.70258728675213, 'longitude': -73.90156004684026}","['pickup', 'delivery']",,"{'address1': '881 Woodward Ave', 'address2': None, 'address3': '', 'city': 'Ridgewood', 'zip_code': '11385', 'country': 'US', 'state': 'NY', 'display_address': ['881 Woodward Ave', 'Ridgewood, NY 11385']}",+17188944404,(718) 894-4404,6641.953172564944,Queens County
17,g9MHwPHt__aLnezoUALw2A,rocco-s-of-roc-beach-coal-brick-oven-pizza-rockaway,Rocco’s of Roc Beach Coal Brick Oven Pizza ,https://s3-media2.fl.yelpcdn.com/bphoto/hoabLTpYYCOFTSjLhaZh3g/o.jpg,False,https://www.yelp.com/biz/rocco-s-of-roc-beach-coal-brick-oven-pizza-rockaway?adjust_creative=UAiRW2alNdPn0MB0SXZMcQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAiRW2alNdPn0MB0SXZMcQ,54,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",4.5,"{'latitude': 40.58024438128015, 'longitude': -73.83671584447578}","['pickup', 'delivery']",,"{'address1': '115-10 Rockaway Beach Blvd', 'address2': None, 'address3': '', 'city': 'Rockaway', 'zip_code': '11694', 'country': 'US', 'state': 'NY', 'display_address': ['115-10 Rockaway Beach Blvd', 'Rockaway, NY 11694']}",+17187995050,(718) 799-5050,10454.85897245473,Queens County
18,m1cJLpDN4B-_0hGgPfe5OA,salt-charcoal-brooklyn,Salt + Charcoal,https://s3-media3.fl.yelpcdn.com/bphoto/stPcp8twyzWq4LjF5jaRNw/o.jpg,False,https://www.yelp.com/biz/salt-charcoal-brooklyn?adjust_creative=UAiRW2alNdPn0MB0SXZMcQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAiRW2alNdPn0MB0SXZMcQ,628,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.0,"{'latitude': 40.71453, 'longitude': -73.9613511}","['pickup', 'delivery', 'restaurant_reservation']",$$,"{'address1': '171 Grand St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11249', 'country': 'US', 'state': 'NY', 'display_address': ['171 Grand St', 'Brooklyn, NY 11249']}",+17187822087,(718) 782-2087,11772.009838883047,Queens County
19,JT-0_-OqmBLYzEvRhU-__w,nicks-bistro-forest-hills,Nicks Bistro,https://s3-media1.fl.yelpcdn.com/bphoto/2r0S3ehEaG5iwRbuzTu9NA/o.jpg,False,https://www.yelp.com/biz/nicks-bistro-forest-hills?adjust_creative=UAiRW2alNdPn0MB0SXZMcQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAiRW2alNdPn0MB0SXZMcQ,623,"[{'alias': 'greek', 'title': 'Greek'}, {'alias': 'falafel', 'title': 'Falafel'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.5,"{'latitude': 40.709937, 'longitude': -73.8483058920307}","['pickup', 'delivery']",$$,"{'address1': '104-20 Metropolitan Ave', 'address2': None, 'address3': '', 'city': 'Forest Hills', 'zip_code': '11375', 'country': 'US', 'state': 'NY', 'display_address': ['104-20 Metropolitan Ave', 'Forest Hills, NY 11375']}",+17185446425,(718) 544-6425,4197.514441115013,Queens County
20,F5YKnCOtmaDWLjL3Hu2tgQ,la-sala-by-tu-casa-kew-gardens-2,La Sala by Tu Casa,https://s3-media2.fl.yelpcdn.com/bphoto/R5Ss5cQy5sw4tYB2MEuwvg/o.jpg,False,https://www.yelp.com/biz/la-sala-by-tu-casa-kew-gardens-2?adjust_creative=UAiRW2alNdPn0MB0SXZMcQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAiRW2alNdPn0MB0SXZMcQ,46,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'tapas', 'title': 'Tapas Bars'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",4.5,"{'latitude': 40.707369, 'longitude': -73.835057}",[],,"{'address1': '11635 Metropolitan Ave', 'address2': '', 'address3': None, 'city': 'Kew Gardens', 'zip_code': '11418', 'country': 'US', 'state': 'NY', 'display_address': ['11635 Metropolitan Ave', 'Kew Gardens, NY 11418']}",+17184873990,(718) 487-3990,3688.0131285476564,Queens County
21,2UmeXoBQ6zRNn0Zv_VcAjw,jiangnan-江南食府-flushing-2,JiangNan 江南食府,https://s3-media1.fl.yelpcdn.com/bphoto/cRqyeRqF4asr540w9XJ0UQ/o.jpg,False,https://www.yelp.com/biz/jiangnan-%E6%B1%9F%E5%8D%97%E9%A3%9F%E5%BA%9C-flushing-2?adjust_creative=UAiRW2alNdPn0MB0SXZMcQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAiRW2alNdPn0MB0SXZMcQ,193,"[{'alias': 'szechuan', 'title': 'Szechuan'}, {'alias': 'shanghainese', 'title': 'Shanghainese'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",4.5,"{'latitude': 40.759239, 'longitude': -73.83256}",['delivery'],,"{'address1': '133-42 39th Ave', 'address2': 'Ste 101', 'address3': '', 'city': 'Flushing', 'zip_code': '11354', 'country': 'US', 'state': 'NY', 'display_address': ['133-42 39th Ave', 'Ste 101', 'Flushing, NY 11354']}",+17183538855,(718) 353-8855,9455.260672083126,Queens County
22,fy3Ljo2DxiLJOdOY7vqvRA,heat-caribbean-kitchen-and-lounge-ozone-park,Heat Caribbean Kitchen & Lounge,https://s3-media3.fl.yelpcdn.com/bphoto/wfWQ5XIUHY5a_us2njmvoQ/o.jpg,False,https://www.yelp.com/biz/heat-caribbean-kitchen-and-lounge-ozone-park?adjust_creative=UAiRW2alNdPn0MB0SXZMcQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAiRW2alNdPn0MB0SXZMcQ,196,"[{'alias': 'caribbean', 'title': 'Caribbean'}, {'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,"{'latitude': 40.68976, 'longitude': -73.84408}","['pickup', 'delivery']",$$,"{'address1': '100-05 Atlantic Ave', 'address2': None, 'address3': '', 'city': 'Ozone Park', 'zip_code': '11418', 'country': 'US', 'state': 'NY', 'display_address': ['100-05 Atlantic Ave', 'Ozone Park, NY 11418']}",+17188477300,(718) 847-7300,1997.2727297048204,Queens County
23,4XOoX-yxH4npdU47WWvMNA,kimos-rockaway-beach,Kimo's,https://s3-media2.fl.yelpcdn.com/bphoto/DM-owEhYSrFSwwq86LlbPQ/o.jpg,False,https://www.yelp.com/biz/kimos-rockaway-beach?adjust_creative=UAiRW2alNdPn0MB0SXZMcQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAiRW2alNdPn0MB0SXZMcQ,108,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'greek', 'title': 'Greek'}, {'alias': 'mideastern', 'title': 'Middle Eastern'}]",4.5,"{'latitude': 40.586377, 'longitude': -73.816072}","['pickup', 'delivery']",$$,"{'address1': '9216 Rockaway Beach Blvd', 'address2': '', 'address3': None, 'city': 'Rockaway Beach', 'zip_code': '11693', 'country': 'US', 'state': 'NY', 'display_address': ['9216 Rockaway Beach Blvd', 'Rockaway Beach, NY 11693']}",+13479264384,(347) 926-4384,9861.353476020657,Queens County
24,d7_W8J8T0PESBsILMsGKGQ,sea-wolf-bushwick-brooklyn,Sea Wolf - Bushwick,https://s3-media2.fl.yelpcdn.com/bphoto/CaWrPP7G4fuhLPBPulhUcg/o.jpg,False,https://www.yelp.com/biz/sea-wolf-bushwick-brooklyn?adjust_creative=UAiRW2alNdPn0MB0SXZMcQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAiRW2alNdPn0MB0SXZMcQ,603,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",4.0,"{'latitude': 40.70683, 'longitude': -73.9228}","['pickup', 'delivery']",$$,"{'address1': '19 Wyckoff Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11237', 'country': 'US', 'state': 'NY', 'display_address': ['19 Wyckoff Ave', 'Brooklyn, NY 11237']}",+18335240925,(833) 524-0925,8453.353786420452,Queens County
25,rpzgv0Y6fIT6RcBsxFsrSg,paratha-wala-forest-hills-2,Paratha Wala,https://s3-media3.fl.yelpcdn.com/bphoto/HgddsTgKL9Y_BRxGUd-k1w/o.jpg,False,https://www.yelp.com/biz/paratha-wala-forest-hills-2?adjust_creative=UAiRW2alNdPn0MB0SXZMcQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAiRW2alNdPn0MB0SXZMcQ,390,"[{'alias': 'indpak', 'title': 'Indian'}, {'alias': 'halal', 'title': 'Halal'}, {'alias': 'bangladeshi', 'title': 'Bangladeshi'}]",4.5,"{'latitude': 40.71044, 'longitude': -73.84942}","['delivery', 'pickup', 'restaurant_reservation']",$$,"{'address1': '103-09 Metropolitan Ave', 'address2': None, 'address3': '', 'city': 'Forest Hills', 'zip_code': '11375', 'country': 'US', 'state': 'NY', 'display_address': ['103-09 Metropolitan Ave', 'Forest Hills, NY 11375']}",+13475615319,(347) 561-5319,4282.1314054991535,Queens County
26,bNPYPLuCjnRvRuL56otJiw,don-tequila-urban-cantina-glendale,Don Tequila Urban Cantina,https://s3-media1.fl.yelpcdn.com/bphoto/cSo5zlu4sjYQOku60MRX-Q/o.jpg,False,https://www.yelp.com/biz/don-tequila-urban-cantina-glendale?adjust_creative=UAiRW2alNdPn0MB0SXZMcQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAiRW2alNdPn0MB0SXZMcQ,353,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,"{'latitude': 40.7022312, 'longitude': -73.8557038083673}","['pickup', 'delivery']",$$,"{'address1': '83-38 Woodhaven Blvd', 'address2': '', 'address3': None, 'city': 'Glendale', 'zip_code': '11385', 'country': 'US', 'state': 'NY', 'display_address': ['83-38 Woodhaven Blvd', 'Glendale, NY 11385']}",+19173006556,(917) 300-6556,3690.978468139594,Queens County
27,20LSOx_4K2wghTsUx4gSsg,oceanic-boil-jackson-heights,Oceanic Boil,https://s3-media2.fl.yelpcdn.com/bphoto/qDjh3sg4Za4EXMOLgkv70w/o.jpg,False,https://www.yelp.com/biz/oceanic-boil-jackson-heights?adjust_creative=UAiRW2alNdPn0MB0SXZMcQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAiRW2alNdPn0MB0SXZMcQ,660,"[{'alias': 'cajun', 'title': 'Cajun/Creole'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'bars', 'title': 'Bars'}]",4.5,"{'latitude': 40.7498297, 'longitude': -73.8821356}","['pickup', 'delivery']",$$,"{'address1': '84-20 37th Ave', 'address2': '', 'address3': '', 'city': 'Jackson Heights', 'zip_code': '11372', 'country': 'US', 'state': 'NY', 'display_address': ['84-20 37th Ave', 'Jackson Heights, NY 11372']}",+19292966338,(929) 296-6338,9389.779037002454,Queens County
