,postal_code,State,City,CountyName,2021
13524,72046,AR,England,Lonoke County,79265
13525,93656,CA,Riverdale,Fresno County,270515
13526,1535,MA,North Brookfield,Worcester County,300311
13528,8027,NJ,Gibbstown,Gloucester County,219323
13529,55321,MN,Cokato,Wright County,266811
13530,45169,OH,Sabina,Clinton County,119909
13531,35053,AL,Crane Hill,Cullman County,310524
13532,73150,OK,Oklahoma City,Oklahoma County,289283
13533,56069,MN,Montgomery,Le Sueur County,232628
13534,41522,KY,Elkhorn City,Pike County,51488
13535,47042,IN,Versailles,Ripley County,170082
13537,13082,NY,Town Of Sullivan,Madison County,172429
13538,48428,MI,Dryden,Lapeer County,306426
13539,92372,CA,Pinon Hills,San Bernardino County,388399
13540,28478,NC,Ivanhoe,Pender County,146772
13542,94951,CA,Penngrove,Sonoma County,1185211
13543,43022,OH,Gambier,Knox County,249511
13544,24348,VA,Independence,Grayson County,141403
13545,50536,IA,Emmetsburg,Palo Alto County,114282
13546,50248,IA,Story City,Story County,202529
13547,13403,NY,Town Of Marcy,Oneida County,220504
13548,10464,NY,New York,Bronx County,566895
13549,53070,WI,Oostburg,Sheboygan County,215637
13550,1505,MA,Boylston,Worcester County,480422
13551,49067,MI,Marcellus,Cass County,176101
13552,48416,MI,Brown City,Sanilac County,166030
13553,78160,TX,Stockdale,Wilson County,248708
13554,39175,MS,Utica,Hinds County,120179
13555,35616,AL,Cherokee,Colbert County,88829
13556,75563,TX,Linden,Cass County,98225
13557,47901,IN,Lafayette,Tippecanoe County,180039
13558,71403,LA,Anacoco,Vernon Parish,161134
13559,47106,IN,Borden,Clark County,230268
13560,63361,MO,Montgomery City,Montgomery County,151589
13561,16242,PA,Mahoning Township,Armstrong County,101601
13562,24124,VA,Narrows,Giles County,114105
13563,59935,MT,Troy,Lincoln County,289915
13564,84310,UT,Eden,Weber County,725078
13565,61883,IL,Westville,Vermilion County,78432
13566,80470,CO,Pine,Jefferson County,610029
13567,2717,MA,Freetown,Bristol County,447639
13569,96727,HI,Honokaa,Hawaii County,568315
13570,8029,NJ,Glendora,Camden County,224226
13571,39641,MS,Jayess,Lawrence County,113448
13572,49862,MI,Munising,Alger County,142904
13573,96754,HI,Kilauea,Kauai County,1207157
13574,17520,PA,East Petersburg,Lancaster County,257870
13575,24127,VA,New Castle,Craig County,163592
13576,45697,OH,Winchester,Adams County,160374
13578,95249,CA,San Andreas,Calaveras County,335197
13580,23947,VA,Keysville,Lunenburg County,126366
13581,30629,GA,Comer,Madison County,171689
13582,12833,NY,Greenfield Center,Saratoga County,312825
13583,37846,TN,Philadelphia,Loudon County,186644
13584,71235,LA,Dubach,Lincoln Parish,141441
13585,24090,VA,Fincastle,Botetourt County,287859
13586,80927,CO,Colorado Springs,El Paso County,501215
13587,93267,CA,Strathmore,Tulare County,244733
13588,2559,MA,Bourne,Barnstable County,557862
13589,30725,GA,Flintstone,Walker County,195797
13590,97119,OR,Gaston,Washington County,568992
13591,1741,MA,Carlisle,Middlesex County,1027791
13592,92861,CA,Villa Park,Orange County,1653303
13593,47138,IN,Lexington,Scott County,156819
13594,3818,NH,Conway,Carroll County,322034
13595,15431,PA,Dunbar Township,Fayette County,125226
13596,46118,IN,Clayton,Hendricks County,255816
13597,8880,NJ,South Bound Brook,Somerset County,334222
13598,43357,OH,West Liberty,Logan County,210293
13599,70354,LA,Galliano,Lafourche Parish,78219
13600,14067,NY,Gasport,Niagara County,188053
13601,11935,NY,Cutchogue,Suffolk County,961086
13602,1608,MA,Worcester,Worcester County,123870
13603,85544,AZ,Pine,Gila County,396229
13604,35980,AL,Douglas,Marshall County,197325
13605,49073,MI,Nashville,Barry County,160069
13606,51247,IA,Rock Valley,Sioux County,209117
13607,69138,NE,Gothenburg,Dawson County,156702
13608,75152,TX,Palmer,Ellis County,247560
13609,27874,NC,Scotland Neck,Halifax County,51860
13611,19504,PA,Washington Township,Berks County,352174
13612,61739,IL,Fairbury,Livingston County,133566
13613,38585,TN,Spencer,Van Buren County,126302
13614,4619,ME,Calais,Washington County,104269
13615,44621,OH,Dennison,Tuscarawas County,98593
13616,28318,NC,Autryville,Sampson County,122928
13617,17752,PA,Clinton Township,Lycoming County,177717
13618,63023,MO,Dittmer,Jefferson County,210436
13619,63456,MO,Monroe City,Monroe County,133237
13620,85377,AZ,Carefree,Maricopa County,1033533
13621,7750,NJ,Monmouth Beach,Monmouth County,908142
13622,19547,PA,Oley Township,Berks County,301628
13623,3290,NH,Nottingham,Rockingham County,447990
13624,71234,LA,Downsville,Union Parish,171995
13625,15144,PA,Springdale Township,Allegheny County,148977
13626,14202,NY,Buffalo,Erie County,521091
13627,21111,MD,Monkton,Baltimore County,585827
13628,1740,MA,Bolton,Worcester County,698960
13629,13460,NY,Town of Sherburne,Chenango County,137204
13630,80807,CO,Burlington,Kit Carson County,205390
13631,74855,OK,Meeker,Lincoln County,137546
13632,74079,OK,Stroud,Lincoln County,83965
13633,27243,NC,Efland,Orange County,287457
13634,26764,WV,Terra Alta,Preston County,115927
13635,39439,MS,Heidelberg,Jasper County,85629
13636,56529,MN,Dilworth,Clay County,236444
13637,55981,MN,Wabasha,Wabasha County,229050
13639,29944,SC,Varnville,Hampton County,96909
13640,24970,WV,Ronceverte,Greenbrier County,109210
13641,98237,WA,Concrete,Skagit County,355174
13642,37640,TN,Butler,Johnson County,170478
13643,37873,TN,Surgoinsville,Hawkins County,133848
13644,45614,OH,Gallipolis,Gallia County,137944
13645,53946,WI,Markesan,Green Lake County,193566
13647,79562,TX,Tuscola,Taylor County,305380
13648,49449,MI,Pentwater,Oceana County,281531
13649,14036,NY,Town Of Pembroke,Genesee County,190528
13650,74337,OK,Chouteau,Mayes County,136757
13651,6365,CT,Preston,New London County,292486
13652,43762,OH,New Concord,Muskingum County,187173
13653,56621,MN,Bagley,Clearwater County,174806
13654,72542,AR,Highland,Sharp County,94764
13655,46765,IN,Leo-Cedarville,Allen County,304984
13656,35541,AL,Arley,Winston County,306555
13657,81428,CO,Paonia,Delta County,342651
13658,76044,TX,Godley,Johnson County,366452
13659,49765,MI,Onaway,Presque Isle County,121480
13660,75691,TX,Tatum,Rusk County,188810
13661,72021,AR,Brinkley,Monroe County,50787
13662,37336,TN,Georgetown,Bradley County,265975
13663,49042,MI,Constantine,Saint Joseph County,146867
13665,62420,IL,Casey,Clark County,81421
13666,37310,TN,Charleston,Bradley County,246546
13667,37010,TN,Adams,Montgomery County,353772
13669,5477,VT,Richmond,Chittenden County,386066
13670,97231,OR,Portland,Multnomah County,728518
13671,29581,SC,Nichols,Horry County,180957
13673,60936,IL,Gibson City,Ford County,123826
13674,56549,MN,Hawley,Clay County,266129
13676,40419,KY,Crab Orchard,Lincoln County,90359
13677,37219,TN,Nashville,Davidson County,455887
13678,83628,ID,Homedale,Owyhee County,251650
13679,40437,KY,Hustonville,Lincoln County,120385
13680,21663,MD,Saint Michaels,Talbot County,521352
13682,11020,NY,Great Neck,Nassau County,1211900
13684,54667,WI,Westby,Vernon County,185354
13685,29817,SC,Blackville,Barnwell County,69474
13686,82941,WY,Pinedale,Sublette County,308087
13687,76374,TX,Olney,Young County,72638
13688,37754,TN,Heiskell,Anderson County,242575
13689,29353,SC,Jonesville,Union County,69558
13690,98591,WA,Toledo,Lewis County,248773
13691,81425,CO,Olathe,Montrose County,320809
13692,48850,MI,Lakeview,Montcalm County,159515
13693,92317,CA,Lake Arrowhead,San Bernardino County,357760
13694,30527,GA,Clermont,Hall County,308975
13695,46979,IN,Russiaville,Howard County,195885
13696,14423,NY,Town of Caledonia,Livingston County,163567
13697,17560,PA,Providence Township,Lancaster County,309225
13698,54758,WI,Osseo,Trempealeau County,174408
13699,80446,CO,Granby,Grand County,596121
13700,44676,OH,Shreve,Wayne County,204335
13701,35546,AL,Berry,Tuscaloosa County,129737
13702,98295,WA,Sumas,Whatcom County,412760
13703,1560,MA,Grafton,Worcester County,458068
13704,48744,MI,Mayville,Tuscola County,133718
13705,78059,TX,Natalia,Medina County,235054
13706,54853,WI,Luck,Polk County,209079
13707,49868,MI,Newberry,Luce County,72835
13708,16037,PA,Lancaster Township,Butler County,306779
13709,22134,VA,Quantico,Prince William County,304367
13710,39451,MS,Leakesville,Greene County,128563
13711,44072,OH,Novelty,Geauga County,331303
13712,90067,CA,Los Angeles,Los Angeles County,1344855
13714,49454,MI,Scottville,Mason County,134921
13715,30565,GA,Nicholson,Jackson County,240306
13716,98840,WA,Okanogan,Okanogan County,228214
13717,83536,ID,Kamiah,Idaho County,259169
13718,6278,CT,Ashford,Windham County,262780
13719,30147,GA,Lindale,Floyd County,137736
13720,98937,WA,Naches,Yakima County,301680
13721,95457,CA,Lower Lake,Lake County,363216
13722,62293,IL,Trenton,Clinton County,186251
13723,1005,MA,Barre,Worcester County,310847
13725,54411,WI,Athens,Marathon County,163958
13726,85346,AZ,Quartzsite,La Paz County,149227
13727,49665,MI,Marion,Osceola County,108829
13728,37860,TN,Russellville,Hamblen County,201293
13729,44076,OH,Orwell,Ashtabula County,168060
13730,19094,PA,Woodlyn,Delaware County,234775
13732,48703,MI,Au Gres,Arenac County,124533
13733,15461,PA,Masontown,Fayette County,103628
13734,7027,NJ,Garwood,Union County,495284
13735,93270,CA,Terra Bella,Tulare County,277373
13736,79035,TX,Friona,Parmer County,114910
13737,73104,OK,Oklahoma City,Oklahoma County,312491
13738,78370,TX,Odem,San Patricio County,160742
13740,80759,CO,Yuma,Yuma County,197405
13741,97004,OR,Beavercreek,Clackamas County,700709
13742,26378,WV,Jane Lew,Lewis County,128219
13743,54983,WI,Weyauwega,Waupaca County,176697
13744,40051,KY,New Haven,Nelson County,163703
13745,18434,PA,Jessup,Lackawanna County,142740
13746,23124,VA,New Kent,New Kent County,329836
13747,49676,MI,Rapid City,Kalkaska County,249301
13748,48631,MI,Monitor,Bay County,173430
13750,47126,IN,Henryville,Clark County,229090
13751,43430,OH,Genoa,Ottawa County,160382
13752,54940,WI,Wolf River,Winnebago County,251097
13756,43610,OH,Toledo,Lucas County,39102
13757,22656,VA,Stephenson,Frederick County,403689
13758,87567,NM,Santa Cruz,Santa Fe County,268661
13759,55363,MN,Montrose,Wright County,275459
13760,42122,KY,Alvaton,Warren County,272481
13761,42450,KY,Providence,Webster County,47182
13762,30520,GA,Canon,Franklin County,169727
13763,8223,NJ,Upper Township,Cape May County,347621
13765,5743,VT,Fair Haven,Rutland County,192159
13766,46721,IN,Butler,De Kalb County,141230
13767,32461,FL,Panama City Beach,Bay County,1310380
13768,14840,NY,Wayne,Steuben County,240766
13769,13346,NY,Town of Hamilton,Madison County,221912
13770,27864,NC,Pinetops,Edgecombe County,85929
13771,83355,ID,Wendell,Gooding County,243998
13772,98851,WA,Soap Lake,Grant County,238020
13773,1585,MA,West Brookfield,Worcester County,326622
13774,13084,NY,Lafayette,Onondaga County,215323
13775,92256,CA,Morongo Valley,San Bernardino County,294121
13776,32580,FL,Valparaiso,Okaloosa County,278722
13777,4042,ME,Hollis,York County,326417
13778,12944,NY,Chesterfield,Essex County,130500
13779,54739,WI,Elk Mound,Dunn County,254332
13780,17018,PA,Middle Paxton Township,Dauphin County,218426
13781,1370,MA,Shelburne,Franklin County,308201
13782,73542,OK,Frederick,Tillman County,31604
13783,4856,ME,Warren,Knox County,404062
13784,32328,FL,Eastpoint,Franklin County,593045
13785,86334,AZ,Paulden,Yavapai County,350939
13787,13452,NY,Town Of Ephratah,Fulton County,85838
13788,78595,TX,Sullivan City,Hidalgo County,92588
13789,70748,LA,Jackson,East Feliciana Parish,222855
13790,78208,TX,San Antonio,Bexar County,230892
13791,29055,SC,Great Falls,Chester County,77503
13792,23437,VA,Suffolk,Suffolk City,286454
13793,40150,KY,Lebanon Junction,Bullitt County,182250
13794,30295,GA,Zebulon,Pike County,207796
13795,98524,WA,Allyn,Mason County,493630
13796,80651,CO,Platteville,Weld County,499858
13797,36033,AL,Georgiana,Butler County,68640
13798,37085,TN,Lascassas,Rutherford County,403746
13799,70819,LA,Baton Rouge,East Baton Rouge Parish,151873
13800,75166,TX,Lavon,Collin County,333169
13801,3858,NH,Newton,Rockingham County,438752
13802,43822,OH,Frazeysburg,Muskingum County,172996
13803,19029,PA,Tinicum Township,Delaware County,196864
13804,65360,MO,Windsor,Henry County,89935
13805,50156,IA,Madrid,Boone County,193413
13806,85925,AZ,Eagar,Apache County,226867
13807,11976,NY,Water Mill,Suffolk County,3782226
13808,18419,PA,Overfield Township,Wyoming County,217885
13809,97032,OR,Hubbard,Marion County,439220
13810,3071,NH,New Ipswich,Hillsborough County,337577
13811,52776,IA,West Liberty,Muscatine County,172271
13812,93650,CA,Fresno,Fresno County,252737
13813,53588,WI,Spring Green,Sauk County,263132
13814,44440,OH,Mineral Ridge,Trumbull County,158733
13815,10928,NY,Highland Falls,Orange County,295788
13816,6255,CT,Thompson,Windham County,268017
13818,8825,NJ,Kingwood Township,Hunterdon County,419162
13819,78383,TX,Sandia,Live Oak County,203733
13820,43783,OH,Somerset,Perry County,193880
13821,8853,NJ,Branchburg Township,Somerset County,625049
13822,60456,IL,Hometown,Cook County,173017
13823,29128,SC,Rembert,Sumter County,98634
13824,28701,NC,Alexander,Buncombe County,340243
13825,45856,OH,Leipsic,Putnam County,156118
13826,89448,NV,Zephyr Cove,Douglas County,1213098
13827,43112,OH,Carroll,Fairfield County,336075
13829,47648,IN,Fort Branch,Gibson County,181857
13830,76059,TX,Keene,Johnson County,222069
13833,75109,TX,Mildred,Navarro County,263788
13834,48866,MI,Ovid,Clinton County,161690
13835,78118,TX,Karnes City,Karnes County,148625
13836,63019,MO,Crystal City,Jefferson County,167381
13837,29335,SC,Enoree,Spartanburg County,115353
13838,59752,MT,Three Forks,Gallatin County,419685
13839,16828,PA,Potter Township,Centre County,267006
13840,56368,MN,Richmond,Stearns County,322602
13842,2032,MA,Walpole,Norfolk County,623659
13843,59019,MT,Columbus,Stillwater County,345650
13844,36280,AL,Woodland,Randolph County,125674
13846,55923,MN,Chatfield,Fillmore County,280557
13847,3033,NH,Brookline,Hillsborough County,490388
13848,84627,UT,Ephraim,Sanpete County,303922
13849,24801,WV,Welch,McDowell County,20932
13850,8867,NJ,Franklin Township,Hunterdon County,540617
13851,27830,NC,Fremont,Wayne County,109578
13852,95672,CA,Rescue,El Dorado County,714372
13853,63851,MO,Hayti,Pemiscot County,66738
13855,92036,CA,Julian,San Diego County,489885
13856,25015,WV,Belle,Kanawha County,87163
13858,53021,WI,Fredonia,Ozaukee County,287099
13859,47124,IN,Greenville,Floyd County,286967
13860,23417,VA,Onancock,Accomack County,226785
13861,52340,IA,Tiffin,Johnson County,279964
13862,54768,WI,Stanley,Chippewa County,135706
13863,29438,SC,Edisto Beach,Colleton County,488552
13864,32667,FL,Micanopy,Alachua County,244948
13865,64424,MO,Bethany,Harrison County,107663
13866,49128,MI,Three Oaks,Berrien County,295587
13867,74365,OK,Salina,Mayes County,112861
13868,31543,GA,Hortense,Brantley County,127830
13869,31645,GA,Ray City,Berrien County,139017
13870,55709,MN,Bovey,Itasca County,182082
13871,44431,OH,Leetonia,Columbiana County,128309
13872,29924,SC,Hampton,Hampton County,99838
13873,48892,MI,Webberville,Ingham County,225932
13874,60472,IL,Robbins,Cook County,66853
13875,80135,CO,Sedalia,Douglas County,801342
13876,32421,FL,Altha,Calhoun County,141815
13877,80116,CO,Franktown,Douglas County,933781
13878,32617,FL,Anthony,Marion County,222881
13879,44127,OH,Cleveland,Cuyahoga County,41669
13880,32460,FL,Sneads,Jackson County,113932
13881,74338,OK,Kansas,Delaware County,115669
13882,60469,IL,Posen,Cook County,146033
13883,56464,MN,Menahga,Wadena County,178737
13884,60163,IL,Berkeley,Cook County,243592
13885,72947,AR,Mulberry,Crawford County,108836
13886,48441,MI,Harbor Beach,Huron County,125108
13887,46126,IN,Fairland,Shelby County,193408
13888,48463,MI,Otisville,Genesee County,189796
13889,3741,NH,Canaan,Grafton County,273073
13891,30257,GA,Milner,Lamar County,196005
13892,19539,PA,Longswamp Township,Berks County,277089
13893,8751,NJ,Ortley Beach,Ocean County,476319
13894,39066,MS,Edwards,Hinds County,127761
13895,97362,OR,Mount Angel,Marion County,408603
13896,67026,KS,Clearwater,Sedgwick County,215659
13897,24381,VA,Woodlawn,Carroll County,159396
13898,18853,PA,Wyalusing Township,Bradford County,202645
13899,55120,MN,Mendota Heights,Dakota County,455638
13900,97106,OR,Banks,Washington County,535106
13901,97539,OR,Shady Cove,Jackson County,372370
13902,93737,CA,Fresno,Fresno County,461882
13903,60040,IL,Highwood,Lake County,368389
13904,55733,MN,Esko,Carlton County,292736
13905,45135,OH,Leesburg,Highland County,159908
13906,22920,VA,Afton,Nelson County,334369
13907,32331,FL,Greenville,Madison County,116692
13909,6784,CT,Sherman,Fairfield County,546612
13911,35549,AL,Carbon Hill,Walker County,71438
13912,47639,IN,Haubstadt,Gibson County,242042
13914,8242,NJ,Rio Grande,Cape May County,292954
13915,16134,PA,Pymatuning Central,Crawford County,106079
13916,17051,PA,Oliver Township,Mifflin County,144374
13917,89704,NV,Carson City,Carson City,612787
13918,18054,PA,Green Lane,Montgomery County,374761
13919,49878,MI,Rapid River,Delta County,121168
13920,44507,OH,Youngstown,Mahoning County,30076
13921,52726,IA,Blue Grass,Scott County,255370
13922,28729,NC,Etowah,Henderson County,328237
13923,32324,FL,Chattahoochee,Gadsden County,66807
13925,44473,OH,Vienna Center,Trumbull County,162219
13926,2322,MA,Avon,Norfolk County,453563
13927,17101,PA,Harrisburg,Dauphin County,144294
13929,87116,NM,South Valley,Bernalillo County,297750
13930,55975,MN,Spring Valley,Fillmore County,198115
13931,64856,MO,Pineville,McDonald County,153401
13932,54121,WI,Florence,Florence County,191501
13933,34734,FL,Gotha,Orange County,376570
13934,21162,MD,White Marsh,Baltimore County,445742
13935,96020,CA,Chester,Plumas County,307385
13937,32464,FL,Westville,Holmes County,140362
13938,98333,WA,Fox Island,Pierce County,888079
13939,45887,OH,Spencerville,Allen County,155026
13940,7758,NJ,Middletown Township,Monmouth County,432081
13941,38581,TN,Rock Island,Warren County,142459
13942,11804,NY,Old Bethpage,Nassau County,730962
13943,3809,NH,Alton,Belknap County,375035
13944,30571,GA,Cleveland,White County,243628
13945,22482,VA,Kilmarnock,Northumberland County,219746
13946,74421,OK,Beggs,Okmulgee County,150704
13947,93609,CA,Caruthers,Fresno County,300226
13948,56241,MN,Granite Falls,Yellow Medicine County,134005
13949,62411,IL,Altamont,Effingham County,129238
13950,20764,MD,Shady Side,Anne Arundel County,352721
13951,98570,WA,Onalaska,Lewis County,255928
13952,71350,LA,Mansura,Avoyelles Parish,121892
13953,42086,KY,West Paducah,McCracken County,176485
13954,72833,AR,Danville,Yell County,89733
13955,54474,WI,Rothschild,Marathon County,177250
13956,71038,LA,Haynesville,Claiborne Parish,82855
13957,37387,TN,Tracy City,Grundy County,103941
13958,47438,IN,Jasonville,Greene County,82951
13959,23015,VA,Beaverdam,Hanover County,325906
13960,4756,ME,Madawaska,Aroostook County,98913
13961,3036,NH,Chester,Rockingham County,487833
13962,75572,TX,Queen City,Cass County,115620
13963,25918,WV,Shady Spring,Raleigh County,140310
13964,3242,NH,Henniker,Merrimack County,339166
13965,18240,PA,Nesquehoning,Carbon County,129465
13966,62285,IL,Smithton,Saint Clair County,249329
13967,32798,FL,Zellwood,Orange County,214970
13968,78164,TX,Yorktown,De Witt County,160429
13969,35203,AL,Birmingham,Jefferson County,270988
13970,73054,OK,Luther,Oklahoma County,206925
13971,43431,OH,Gibsonburg,Sandusky County,150228
13972,63650,MO,Ironton,Iron County,97381
13973,7420,NJ,Wanaque,Passaic County,341846
13974,43777,OH,Roseville,Muskingum County,94638
13975,27248,NC,Franklinville,Randolph County,157497
13976,44403,OH,Brookfield Center,Trumbull County,164915
13977,18343,PA,Upper Mt Bethel Township,Northampton County,273206
13978,43821,OH,Dresden,Muskingum County,157235
13980,41004,KY,Brooksville,Bracken County,106733
13981,68064,NE,Valley,Douglas County,326396
13982,71433,LA,Glenmora,Rapides Parish,143765
13983,15059,PA,Midland,Beaver County,97441
13984,95912,CA,Arbuckle,Colusa County,360141
13985,14080,NY,Town of Holland,Erie County,262194
13986,80542,CO,Mead,Weld County,521731
13987,25301,WV,Charleston,Kanawha County,129722
13989,28773,NC,Saluda,Polk County,303248
13990,27871,NC,Robersonville,Martin County,98959
13991,29831,SC,Jackson,Aiken County,116934
13992,14532,NY,Town of Phelps,Ontario County,168474
13993,48634,MI,Linwood,Bay County,161098
13994,28160,NC,Spindale,Rutherford County,99500
13995,47532,IN,Ferdinand,Dubois County,211777
13996,21639,MD,Greensboro,Caroline County,214017
13997,12404,NY,Town of Rochester,Ulster County,399647
13998,29032,SC,Cassatt,Kershaw County,108760
13999,3840,NH,Greenland,Rockingham County,588550
14000,31642,GA,Pearson,Atkinson County,92896
14001,63357,MO,Marthasville,Warren County,256967
14002,96717,HI,Hauula,Honolulu County,788474
14003,42459,KY,Sturgis,Union County,70789
14004,75172,TX,Wilmer,Dallas County,177022
14005,30808,GA,Dearing,McDuffie County,137635
14006,22974,VA,Troy,Fluvanna County,308672
14007,30079,GA,Scottdale,Dekalb County,244568
14008,94018,CA,Half Moon Bay,San Mateo County,1473798
14009,49633,MI,Fife Lake,Kalkaska County,162722
14010,63343,MO,Elsberry,Lincoln County,154506
14011,44680,OH,Strasburg,Tuscarawas County,193987
14012,8514,NJ,Upper Freehold Township,Monmouth County,527128
14013,18977,PA,Upper Makefield Township,Bucks County,642574
14014,54837,WI,Frederic,Polk County,160062
14015,37690,TN,Telford,Washington County,205510
14016,6426,CT,Essex,Middlesex County,548941
14017,64844,MO,Granby,Newton County,108011
14018,25420,WV,Gerrardstown,Berkeley County,231592
14019,60552,IL,Somonauk,La Salle County,238788
14020,97532,OR,Merlin,Josephine County,471644
14021,66839,KS,Burlington,Coffey County,133328
14022,83676,ID,Wilder,Canyon County,479785
14024,23974,VA,Victoria,Lunenburg County,91756
14025,49056,MI,Grand Junction,Van Buren County,152907
14026,94599,CA,Yountville,Napa County,1195812
14027,32102,FL,Astor,Lake County,220206
14028,21727,MD,Emmitsburg,Frederick County,277210
14029,16232,PA,Beaver Township,Clarion County,123185
14030,61275,IL,Port Byron,Rock Island County,228229
14031,45347,OH,New Paris,Preble County,143556
14032,16053,PA,Forward Township,Butler County,293965
14033,96771,HI,Mountain View,Hawaii County,280678
14034,18472,PA,Clinton Township,Wayne County,189923
14035,46590,IN,Winona Lake,Kosciusko County,231538
14036,44442,OH,New Middletown,Mahoning County,186973
14037,13417,NY,New York Mills,Oneida County,174669
14039,55325,MN,Dassel,Meeker County,247962
14040,73098,OK,Wynnewood,Garvin County,89135
14041,67068,KS,Kingman,Kingman County,96680
14042,61752,IL,Le Roy,McLean County,151017
14043,3451,NH,Hinsdale,Cheshire County,191122
14044,64776,MO,Osceola,Saint Clair County,123884
14045,55964,MN,Plainview,Wabasha County,224290
14046,53530,WI,Darlington,Lafayette County,134185
14047,28323,NC,Bunnlevel,Harnett County,215909
14048,70549,LA,Lake Arthur,Jefferson Davis Parish,96910
14049,49746,MI,Hillman,Montmorency County,118881
14051,45308,OH,Bradford,Darke County,159103
14052,53807,WI,Cuba City,Grant County,177730
14053,12443,NY,Town of Hurley,Ulster County,332113
14054,40823,KY,Cumberland,Harlan County,37019
14055,23837,VA,Courtland,Southampton County,192375
14056,18101,PA,Allentown,Lehigh County,114870
14057,1951,MA,Newbury,Essex County,689110
14058,13605,NY,Adams Center,Jefferson County,162554
14059,37882,TN,Townsend,Blount County,336352
14060,56360,MN,Osakis,Todd County,220606
14061,28098,NC,Lowell,Gaston County,218097
14062,1101,MA,Springfield,Hampden County,188509
14063,24317,VA,Cana,Carroll County,108715
14064,96143,CA,Kings Beach,Placer County,716581
14065,49946,MI,L'' Anse,Baraga County,123262
14066,30471,GA,Twin City,Emanuel County,93285
14067,79731,TX,Crane,Crane County,148837
14068,7848,NJ,Lafayette Township,Sussex County,391873
14069,60071,IL,Richmond,McHenry County,265682
14070,10560,NY,Town Of North Salem,Westchester County,663922
14072,77871,TX,Normangee,Leon County,232301
14074,54230,WI,Reedsville,Manitowoc County,211933
14075,4236,ME,Greene,Androscoggin County,263727
14076,17824,PA,Elysburg,Northumberland County,215350
14077,24279,VA,Pound,Wise County,74642
14078,92121,CA,San Diego,San Diego County,923736
14079,95445,CA,Gualala,Mendocino County,583238
14080,44437,OH,Mc Donald,Trumbull County,120922
14081,45144,OH,Manchester,Adams County,84976
14082,45218,OH,Greenhills,Hamilton County,178872
14083,48933,MI,Lansing,Ingham County,114221
14084,16401,PA,Albion,Erie County,141332
14085,35014,AL,Talladega,Talladega County,133347
14087,12526,NY,Town of Germantown,Columbia County,353012
14090,99122,WA,Davenport,Lincoln County,305041
14091,12083,NY,Town of Greenville,Greene County,231732
14092,72011,AR,Bauxite,Saline County,204038
14093,23890,VA,Waverly,Sussex County,121955
14094,75756,TX,Brownsboro,Henderson County,215786
14095,14883,NY,Town of Spencer,Tioga County,161410
14096,56520,MN,Breckenridge,Wilkin County,163531
14097,17084,PA,Brown Township,Mifflin County,180671
14098,36866,AL,Notasulga,Macon County,104150
14099,13811,NY,Town of Newark Valley,Tioga County,138613
14100,31301,GA,Allenhurst,Liberty County,161633
14101,63630,MO,Cadet,Washington County,128481
14102,92590,CA,Temecula,Riverside County,1293554
14103,46347,IN,Kouts,Porter County,254484
14104,7647,NJ,Northvale,Bergen County,551454
14105,11955,NY,Moriches,Suffolk County,477033
14106,35456,AL,Duncanville,Tuscaloosa County,175504
14107,75141,TX,Hutchins,Dallas County,195363
14108,61048,IL,Lena,Stephenson County,129191
14109,89415,NV,Hawthorne,Mineral County,111702
14110,27959,NC,Nags Head,Dare County,484736
14111,75117,TX,Edgewood,Van Zandt County,182173
14112,15323,PA,Donegal Township,Washington County,172242
14113,10532,NY,Hawthorne,Westchester County,629405
14114,95614,CA,Cool,El Dorado County,522431
14115,35983,AL,Leesburg,Cherokee County,149075
14116,47327,IN,Cambridge City,Wayne County,116222
14117,96055,CA,Los Molinos,Tehama County,302277
14118,29682,SC,Six Mile,Pickens County,288415
14119,14737,NY,Town of Franklinville,Cattaraugus County,82969
14120,82644,WY,Casper,Natrona County,186679
14121,7827,NJ,Montague Township,Sussex County,256385
14123,16023,PA,Winfield Township,Butler County,253601
14124,64016,MO,Buckner,Jackson County,182883
14126,81432,CO,Ridgway,Ouray County,625775
14128,35771,AL,Section,Jackson County,128489
14129,37302,TN,Collegedale,Hamilton County,395553
14130,49453,MI,Saugatuck,Allegan County,448917
14131,48884,MI,Sheridan,Montcalm County,154961
14133,2644,MA,Forestdale,Barnstable County,491332
14134,56515,MN,Battle Lake,Otter Tail County,367582
14136,7927,NJ,Hanover Township,Morris County,560020
14137,35490,AL,Vance,Tuscaloosa County,184028
14138,48876,MI,Potterville,Eaton County,194115
14139,41514,KY,Belfry,Pike County,65278
14140,62690,IL,Virden,Macoupin County,93501
14141,93258,CA,Tulare,Tulare County,206496
14142,29435,SC,Cottageville,Colleton County,158072
14143,11514,NY,Carle Place,Nassau County,633460
14144,4957,ME,Norridgewock,Somerset County,166220
14145,42327,KY,Calhoun,McLean County,113184
14146,95460,CA,Mendocino,Mendocino County,933653
14147,18618,PA,Harveys Lake,Luzerne County,197205
14148,72126,AR,Perryville,Perry County,102156
14149,42351,KY,Lewisport,Hancock County,128565
14150,4358,ME,China Village,Kennebec County,265216
14151,78263,TX,China Grove,Bexar County,345167
14153,32567,FL,Laurel Hill,Okaloosa County,210532
14154,48755,MI,Pigeon,Huron County,171055
14157,45142,OH,Lynchburg,Highland County,140051
14158,65248,MO,Fayette,Howard County,141057
14159,54106,WI,Black Creek,Outagamie County,209444
14160,53203,WI,Milwaukee,Milwaukee County,303618
