postal_code,State,City,CountyName,2021
56220,MN,Canby,Yellow Medicine County,114645
23149,VA,Saluda,Middlesex County,234731
71245,LA,Grambling,Lincoln Parish,97349
35621,AL,Eva,Morgan County,160350
48467,MI,Port Austin,Huron County,166522
99652,AK,Big Lake,Matanuska Susitna Borough,192606
85173,AZ,Superior,Pinal County,154034
4224,ME,Dixfield,Oxford County,124932
48740,MI,Harrisville,Alcona County,137508
49072,MI,Mendon,Saint Joseph County,158120
74347,OK,Kansas,Delaware County,97421
55971,MN,Rushford,Fillmore County,204411
55723,MN,Cook,Saint Louis County,191051
1237,MA,Lanesboro,Berkshire County,286317
70067,LA,Marrero,Jefferson Parish,215006
36750,AL,Maplesville,Chilton County,107810
90021,CA,Los Angeles,Los Angeles County,779838
54773,WI,Whitehall,Trempealeau County,152257
54440,WI,Hatley,Marathon County,220756
45786,OH,Waterford,Washington County,161956
75422,TX,Campbell,Hunt County,297454
62670,IL,New Berlin,Sangamon County,176602
75980,TX,Zavalla,Angelina County,117234
13730,NY,Town of Afton,Chenango County,129164
20776,MD,Harwood,Anne Arundel County,601287
21028,MD,Churchville,Harford County,438416
31557,GA,Patterson,Pierce County,132232
45652,OH,McDermott,Scioto County,118306
40402,KY,Annville,Jackson County,101095
37180,TN,Unionville,Bedford County,234739
79311,TX,Abernathy,Hale County,118785
39661,MS,Roxie,Franklin County,121853
65550,MO,Newburg,Phelps County,135087
98856,WA,Twisp,Okanogan County,388966
44402,OH,Bristolville,Trumbull County,172591
43570,OH,West Unity,Williams County,135598
70341,LA,Belle Rose,Assumption Parish,131307
4076,ME,Shapleigh,York County,335909
97053,OR,Warren,Columbia County,583735
65325,MO,Cole Camp,Benton County,139821
86017,AZ,Munds Park,Coconino County,484822
95663,CA,Penryn,Placer County,836674
61238,IL,Cambridge,Henry County,122343
44085,OH,Roaming Shores,Ashtabula County,172722
32096,FL,White Springs,Hamilton County,123602
31076,GA,Reynolds,Taylor County,89533
29487,SC,Wadmalaw Island,Charleston County,496658
44865,OH,Plymouth,Richland County,116709
58852,ND,Tioga,Williams County,193080
54814,WI,Bayfield,Bayfield County,264059
46030,IN,Arcadia,Hamilton County,220566
82721,WY,Moorcroft,Crook County,283866
71238,LA,Eros,Ouachita Parish,189345
77046,TX,Houston,Harris County,342597
18332,PA,Henryville,Monroe County,250799
98244,WA,Deming,Whatcom County,393032
12531,NY,Town of Pawling,Dutchess County,393947
6455,CT,Middlefield,Middlesex County,309618
14543,NY,Town Of Rush,Monroe County,260983
25827,WV,Crab Orchard,Raleigh County,84567
15926,PA,Central City,Somerset County,126677
15774,PA,Armstrong Township,Indiana County,170245
65072,MO,Rocky Mount,Morgan County,228689
77534,TX,Danbury,Brazoria County,226271
72512,AR,Horseshoe Bend,Izard County,74362
50450,IA,Lake Mills,Winnebago County,128747
6232,CT,Andover,Tolland County,296706
60940,IL,Grant Park,Kankakee County,214144
73093,OK,Goldsby,McClain County,233657
27831,NC,Garysburg,Northampton County,57194
5655,VT,Hyde Park,Lamoille County,249608
52253,IA,Lisbon,Linn County,233326
20623,MD,Cheltenham,Prince Georges County,454313
24089,VA,Fieldale,Henry County,70780
28033,NC,Crouse,Lincoln County,211914
31744,GA,Doerun,Colquitt County,110996
53811,WI,Hazel Green,Grant County,188135
3226,NH,Center Harbor,Belknap County,459477
28344,NC,Godwin,Sampson County,136263
74445,OK,Morris,Okmulgee County,123976
44275,OH,Spencer,Medina County,239482
46732,IN,Cromwell,Kosciusko County,156580
56087,MN,Springfield,Brown County,129378
50849,IA,Greenfield,Adair County,108712
43107,OH,Bremen,Fairfield County,196709
54499,WI,Wittenberg,Shawano County,135579
70041,LA,Buras,Plaquemines Parish,72865
38827,MS,Belmont,Tishomingo County,93294
4257,ME,Mexico,Oxford County,85728
78123,TX,McQueeney,Guadalupe County,456164
30421,GA,Collins,Tattnall County,126697
56278,MN,Ortonville,Big Stone County,128972
43469,OH,Woodville,Sandusky County,169505
62924,IL,De Soto,Jackson County,80503
89049,NV,Tonopah,Nye County,109019
81154,CO,South Fork,Rio Grande County,314699
31801,GA,Mauk,Marion County,167640
49233,MI,Cement City,Lenawee County,227098
55943,MN,Houston,Houston County,241205
72959,AR,Winslow,Washington County,188065
38862,MS,Plantersville,Lee County,114278
29827,SC,Fairfax,Allendale County,49901
50171,IA,Montezuma,Poweshiek County,203271
56465,MN,Merrifield,Crow Wing County,324030
61559,IL,Princeville,Peoria County,162500
56063,MN,Madison Lake,Blue Earth County,341662
44451,OH,North Jackson,Mahoning County,219168
20777,MD,Highland,Howard County,780876
74849,OK,Konawa,Seminole County,64232
72443,AR,Marmaduke,Greene County,95573
5489,VT,Underhill,Chittenden County,407433
3269,NH,Sanbornton,Belknap County,383145
14807,NY,Dansville,Steuben County,119719
79504,TX,Baird,Callahan County,111362
32009,FL,Bryceville,Nassau County,309567
35973,AL,Gaylesville,Cherokee County,139473
30576,GA,Tiger,Rabun County,265067
52214,IA,Central City,Linn County,212671
21813,MD,Bishopville,Worcester County,412869
17532,PA,Martic Township,Lancaster County,310318
77835,TX,Burton,Washington County,362708
79101,TX,Amarillo,Potter County,94425
49911,MI,Bessemer,Gogebic County,93552
36786,AL,Uniontown,Perry County,79055
67135,KS,Sedgwick,Harvey County,183516
45742,OH,Little Hocking,Washington County,169702
42051,KY,Hickory,Graves County,129362
97136,OR,Rockaway Beach,Tillamook County,361143
3582,NH,Stark,Coos County,106018
37332,TN,Evensville,Rhea County,173944
11718,NY,Town of Islip,Suffolk County,651479
70372,LA,Labadieville,Assumption Parish,137069
48615,MI,Breckenridge,Gratiot County,106853
72847,AR,London,Pope County,138558
14770,NY,Town of Portville,Cattaraugus County,90537
39092,MS,Lake,Scott County,95960
84340,UT,Willard,Box Elder County,488740
26033,WV,Cameron,Marshall County,53595
65801,MO,Springfield,Greene County,134142
46910,IN,Akron,Fulton County,142631
13685,NY,Sackets Harbor,Jefferson County,223953
14865,NY,Montour Falls,Schuyler County,155620
54859,WI,Minong,Washburn County,205154
18350,PA,Pocono Pines,Monroe County,373477
12514,NY,Stanford,Dutchess County,436121
68767,NE,Pierce,Pierce County,220742
42050,KY,Hickman,Fulton County,41237
36474,AL,Red Level,Covington County,104704
75423,TX,Celeste,Hunt County,257857
12196,NY,West Sand Lake,Rensselaer County,293875
53183,WI,Wales,Waukesha County,392656
2535,MA,Chilmark,Dukes County,1747263
72016,AR,Roland,Pulaski County,170114
17572,PA,Paradise Township,Lancaster County,347512
24283,VA,Saint Paul,Russell County,86990
16666,PA,Decatur Township,Clearfield County,91078
92386,CA,Big Bear City,San Bernardino County,284288
98610,WA,Carson,Skamania County,344737
27356,NC,Star,Montgomery County,115281
76476,TX,Tolar,Hood County,297622
76651,TX,Italy,Ellis County,202296
63660,MO,Mineral Point,Washington County,119321
95917,CA,Biggs,Butte County,309690
22728,VA,Midland,Fauquier County,488513
75760,TX,Cushing,Nacogdoches County,133892
40119,KY,Falls of Rough,Grayson County,155700
75855,TX,Oakwood,Leon County,153965
29458,SC,Mc Clellanville,Charleston County,304005
37137,TN,Nunnelly,Hickman County,136841
45053,OH,Okeana,Butler County,338363
66409,KS,Berryton,Shawnee County,285512
61517,IL,Brimfield,Peoria County,207754
49284,MI,Springport,Jackson County,168871
49277,MI,Rives Junction,Jackson County,211984
56175,MN,Tracy,Lyon County,125588
43787,OH,Stockport,Morgan County,103303
85532,AZ,Miami,Gila County,81718
38646,MS,Marks,Quitman County,60637
48811,MI,Carson City,Montcalm County,132413
31650,GA,Willacoochee,Atkinson County,103938
95464,CA,Nice,Lake County,254173
59865,MT,Saint Ignatius,Lake County,346153
48427,MI,Deckerville,Sanilac County,132229
16404,PA,Athens Township,Crawford County,107666
67039,KS,Douglass,Butler County,138205
14025,NY,Town Of Boston,Erie County,268866
72722,AR,Decatur,Benton County,171227
49670,MI,Northport,Leelanau County,458742
55353,MN,Kimball,Stearns County,293717
68069,NE,Waterloo,Douglas County,369328
43945,OH,Salineville,Columbiana County,83257
65770,MO,Walnut Grove,Greene County,206530
30293,GA,Woodbury,Meriwether County,108741
22567,VA,Unionville,Orange County,276943
96035,CA,Gerber,Tehama County,269200
17353,PA,Franklin Township,Adams County,256283
4679,ME,Southwest Harbor,Hancock County,402472
95465,CA,Occidental,Sonoma County,1200473
92233,CA,Calipatria,Imperial County,183463
24874,WV,Pineville,Wyoming County,42795
13607,NY,Alexandria Bay,Jefferson County,138460
25535,WV,Lavalette,Wayne County,126372
1901,MA,Lynn,Essex County,336940
33921,FL,Boca Grande,Lee County,2212749
75846,TX,Jewett,Leon County,220672
53139,WI,Eagle Lake,Racine County,306930
54613,WI,Arkdale,Adams County,160229
30105,GA,Armuchee,Floyd County,199991
14203,NY,Buffalo,Erie County,155690
62288,IL,Steeleville,Randolph County,100541
43348,OH,Russells Point,Logan County,125057
75938,TX,Colmesneil,Tyler County,133919
12138,NY,Petersburg,Rensselaer County,212679
55790,MN,Tower,Saint Louis County,297027
13471,NY,Annsville,Oneida County,140906
59758,MT,West Yellowstone,Gallatin County,568596
20664,MD,Newburg,Charles County,351971
99587,AK,Anchorage,Anchorage Borough,417017
10548,NY,Cortlandt Manor,Westchester County,456258
95329,CA,La Grange,Mariposa County,361308
80644,CO,Kersey,Weld County,474097
3827,NH,East Kingston,Rockingham County,532047
95454,CA,Laytonville,Mendocino County,377412
12979,NY,Rouses Point,Clinton County,166671
44822,OH,Butler,Richland County,184303
67467,KS,Minneapolis,Ottawa County,116557
43008,OH,Buckeye Lake,Licking County,184206
10968,NY,Orangetown,Rockland County,682856
66619,KS,Topeka,Shawnee County,83957
66536,KS,Saint Marys,Pottawatomie County,212293
39330,MS,Enterprise,Clarke County,118189
48654,MI,Rose City,Ogemaw County,108255
12817,NY,Town of Chester,Warren County,296589
50423,IA,Britt,Hancock County,99936
39480,MS,Soso,Jones County,140615
46741,IN,Grabill,Allen County,282344
17267,PA,Bethel Township,Fulton County,184854
24133,VA,Patrick Springs,Patrick County,111080
7717,NJ,Avon by the Sea,Monmouth County,1495023
14817,NY,Caroline,Tompkins County,197113
44491,OH,West Farmington,Trumbull County,193238
94038,CA,Moss Beach,San Mateo County,1446872
45203,OH,Cincinnati,Hamilton County,314253
55614,MN,Silver Bay,Lake County,127983
36009,AL,Brantley,Crenshaw County,91516
52591,IA,Sigourney,Keokuk County,106509
29129,SC,Ridge Spring,Aiken County,117791
74454,OK,Porter,Wagoner County,187743
65081,MO,Tipton,Moniteau County,128387
55395,MN,Winsted,McLeod County,217374
13691,NY,Town of Theresa,Jefferson County,158406
44688,OH,Waynesburg,Stark County,136298
26261,WV,Richwood,Nicholas County,27690
73102,OK,Oklahoma City,Oklahoma County,219813
76245,TX,Gordonville,Grayson County,152860
36528,AL,Dauphin Island,Mobile County,387189
11941,NY,Eastport,Suffolk County,612968
31002,GA,Adrian,Emanuel County,95547
39364,MS,Toomsuba,Lauderdale County,113273
43314,OH,Caledonia,Marion County,163895
30731,GA,Menlo,Chattooga County,152087
61540,IL,Lacon,Marshall County,102715
67333,KS,Caney,Montgomery County,66266
4427,ME,Corinth,Penobscot County,190167
30477,GA,Wadley,Jefferson County,59336
45845,OH,Fort Loramie,Shelby County,258338
80734,CO,Holyoke,Phillips County,196795
56542,MN,Fosston,Polk County,164339
94037,CA,Montara,San Mateo County,1456777
13478,NY,Town Of Verona,Oneida County,173102
50665,IA,Parkersburg,Butler County,178910
29563,SC,Lake View,Dillon County,85898
62257,IL,Marissa,Saint Clair County,81741
49916,MI,Portage,Houghton County,193677
5829,VT,Derby,Orleans County,195941
1922,MA,Newbury,Essex County,661025
76638,TX,Crawford,McLennan County,416938
29101,SC,Mc Bee,Chesterfield County,114859
50583,IA,Sac City,Sac County,92671
77861,TX,Iola,Grimes County,322987
4456,ME,Levant,Penobscot County,239773
11959,NY,Quogue,Suffolk County,2415103
56373,MN,Royalton,Morrison County,261679
49229,MI,Britton,Lenawee County,228778
1083,MA,Warren,Worcester County,277463
27281,NC,Foxfire,Moore County,254013
46982,IN,Silver Lake,Kosciusko County,136640
4785,ME,Van Buren,Aroostook County,76532
18325,PA,Barrett Township,Monroe County,238308
50841,IA,Corning,Adams County,103742
49096,MI,Vermontville,Eaton County,186914
65281,MO,Salisbury,Chariton County,136257
72331,AR,Earle,Crittenden County,44745
21822,MD,Eden,Somerset County,244972
54732,WI,Cornell,Chippewa County,129453
12068,NY,Mohawk,Montgomery County,156441
66402,KS,Auburn,Shawnee County,224393
38659,MS,Potts Camp,Marshall County,99173
78609,TX,Buchanan Dam,Llano County,252335
49340,MI,Remus,Mecosta County,124017
4419,ME,Carmel,Penobscot County,239050
21562,MD,Westernport,Allegany County,62961
65632,MO,Conway,Laclede County,170373
23885,VA,Sutherland,Dinwiddie County,247402
8738,NJ,Mantoloking,Ocean County,1623471
26547,WV,Reedsville,Preston County,155759
28618,NC,Deep Gap,Watauga County,311444
39663,MS,Silver Creek,Lawrence County,98251
41168,KY,Rush,Boyd County,94678
48027,MI,Goodells,Saint Clair County,261145
96041,CA,Hayfork,Trinity County,283886
52162,IA,Postville,Allamakee County,102329
68372,NE,Hickman,Lancaster County,310944
18614,PA,Cherry Township,Sullivan County,183037
76487,TX,Poolville,Parker County,394955
84642,UT,Manti,Sanpete County,257292
62097,IL,Worden,Madison County,223900
73141,OK,Midwest City,Oklahoma County,111006
72644,AR,Diamond City,Boone County,112366
61537,IL,Henry,Marshall County,90709
61753,IL,Lexington,McLean County,174309
99610,AK,Kasilof,Kenai Peninsula Borough,241447
72326,AR,Colt,Saint Francis County,97427
81125,CO,Center,Saguache County,123043
44452,OH,North Lima,Mahoning County,224866
11932,NY,Bridgehampton,Suffolk County,3391001
3810,NH,Alton,Belknap County,541351
51445,IA,Ida Grove,Ida County,88850
42757,KY,Magnolia,Hart County,124023
85332,AZ,Congress,Yavapai County,281308
15545,PA,Londonderry Township,Bedford County,94412
47140,IN,Marengo,Crawford County,110421
73082,OK,Rush Springs,Grady County,91078
93660,CA,San Joaquin,Fresno County,246308
50225,IA,Pleasantville,Marion County,179500
31555,GA,Odum,Wayne County,184904
12183,NY,Green Island,Albany County,169937
12850,NY,Greenfield Center,Saratoga County,280003
46044,IN,Frankton,Madison County,146098
25434,WV,Paw Paw,Hampshire County,138314
80117,CO,Kiowa,Elbert County,622881
3585,NH,Lisbon,Grafton County,213506
38233,TN,Kenton,Gibson County,78527
72433,AR,Hoxie,Lawrence County,56573
18837,PA,Windham Township,Bradford County,168960
39146,MS,Pickens,Holmes County,64215
76682,TX,Riesel,McLennan County,202439
49237,MI,Concord,Jackson County,187025
11509,NY,Atlantic Beach,Nassau County,1156621
28774,NC,Sapphire,Jackson County,446263
70655,LA,Oberlin,Allen Parish,59346
70083,LA,Port Sulphur,Plaquemines Parish,116002
43416,OH,Elmore,Ottawa County,167071
65074,MO,Russellville,Cole County,200303
72121,AR,Pangburn,White County,135813
14755,NY,Town of Little Valley,Cattaraugus County,99492
25674,WV,Kermit,Mingo County,56634
42413,KY,Hanson,Hopkins County,186128
98935,WA,Mabton,Yakima County,238725
12966,NY,Town Of Bangor,Franklin County,106257
75639,TX,Carthage,Panola County,124743
55334,MN,Gaylord,Sibley County,152351
62417,IL,Bridgeport,Lawrence County,60287
32059,FL,Lee,Madison County,156404
54725,WI,Boyceville,Dunn County,165831
29638,SC,Donalds,Abbeville County,125414
83347,ID,Paul,Minidoka County,267063
72153,AR,Shirley,Van Buren County,120127
24216,VA,Appalachia,Wise County,32102
71860,AR,Stamps,Lafayette County,40292
54405,WI,Abbotsford,Clark County,135515
98592,WA,Union,Mason County,491349
8061,NJ,East Greenwich Township,Gloucester County,320618
45679,OH,Seaman,Adams County,130209
66535,KS,Saint George,Pottawatomie County,267784
8804,NJ,Bloomsbury,Hunterdon County,357786
41039,KY,Moorefield,Fleming County,109550
85193,AZ,Casa Grande,Pinal County,280579
73015,OK,Carnegie,Caddo County,53475
4351,ME,Manchester,Kennebec County,317028
62858,IL,Louisville,Clay County,94655
19967,DE,Ocean View,Sussex County,413306
40371,KY,Salt Lick,Bath County,94924
7723,NJ,Deal,Monmouth County,2512453
71355,LA,Moreauville,Avoyelles Parish,120824
14517,NY,Town of Nunda,Livingston County,117722
47359,IN,Montpelier,Blackford County,86293
50109,IA,Granger,Polk County,315379
59834,MT,Frenchtown,Missoula County,551426
38472,TN,Lynnville,Giles County,198080
29628,SC,Calhoun Falls,Abbeville County,62992
30625,GA,Buckhead,Morgan County,371457
2199,MA,Boston,Suffolk County,4121054
61053,IL,Mount Carroll,Carroll County,105723
54169,WI,Sherwood,Calumet County,310711
5440,VT,Alburgh,Grand Isle County,206914
53178,WI,Sullivan,Jefferson County,311474
14739,NY,Town of Friendship,Allegany County,71797
29596,SC,Wallace,Marlboro County,46959
70357,LA,Golden Meadow,Lafourche Parish,65880
63771,MO,Oran,Scott County,120583
67056,KS,Halstead,Harvey County,155248
34705,FL,Astatula,Lake County,267692
27009,NC,Belews Creek,Forsyth County,240505
64840,MO,Diamond,Newton County,152844
46938,IN,Jonesboro,Grant County,103736
45844,OH,Fort Jennings,Putnam County,197639
76648,TX,Hubbard,Hill County,104554
5763,VT,Pittsford,Rutland County,219578
35091,AL,Kimberly,Jefferson County,248358
92061,CA,Pauma Valley,San Diego County,683075
13143,NY,Red Creek,Wayne County,119818
5860,VT,Brownington,Orleans County,173137
35172,AL,Trafford,Jefferson County,202875
94511,CA,Bethel Island,Contra Costa County,617230
68446,NE,Syracuse,Otoe County,182534
85625,AZ,Pearce,Cochise County,132176
24053,VA,Ararat,Patrick County,120505
24431,VA,Crimora,Augusta County,249847
37308,TN,Birchwood,Meigs County,247702
72944,AR,Mansfield,Scott County,111780
14521,NY,Town of Ovid,Seneca County,137944
48002,MI,Allenton,Saint Clair County,290601
7933,NJ,Long Hill Township,Morris County,559956
39854,GA,Georgetown,Quitman County,89426
70757,LA,Maringouin,Iberville Parish,155460
60165,IL,Stone Park,Cook County,219810
87935,NM,Elephant Butte,Sierra County,156625
28523,NC,Cove City,Craven County,137940
28665,NC,Purlear,Wilkes County,205213
3907,ME,Ogunquit,York County,661293
21053,MD,Freeland,Baltimore County,485098
18038,PA,Lehigh Township,Northampton County,293943
29856,SC,Windsor,Aiken County,154559
72102,AR,McRae,White County,118374
43154,OH,Stoutsville,Fairfield County,244854
36080,AL,Titus,Elmore County,255780
75571,TX,Omaha,Morris County,117290
14098,NY,Yates,Orleans County,132767
45831,OH,Continental,Putnam County,131489
27852,NC,Macclesfield,Edgecombe County,101724
70778,LA,Sorrento,Ascension Parish,232929
10998,NY,Minisink,Orange County,402062
3902,ME,York,York County,595959
55357,MN,Greenfield,Hennepin County,469076
28449,NC,Kure Beach,New Hanover County,556344
93527,CA,Inyokern,Kern County,223158
20733,MD,Churchton,Anne Arundel County,379063
36523,AL,Coden,Mobile County,133129
97544,OR,Williams,Josephine County,450381
55390,MN,Waverly,Wright County,298656
18445,PA,Dreher Township,Wayne County,222871
29321,SC,Buffalo,Union County,58998
3440,NH,Antrim,Hillsborough County,279037
62664,IL,Mason City,Mason County,69024
2558,MA,Wareham,Plymouth County,378700
97358,OR,Lyons,Linn County,432298
15436,PA,Fairchance,Fayette County,130127
31805,GA,Cusseta,Chattahoochee County,87594
68405,NE,Milford,Seward County,232591
37770,TN,Lancing,Morgan County,121869
17853,PA,Perry Township,Snyder County,194790
70532,LA,Elton,Jefferson Davis Parish,85941
75859,TX,Streetman,Freestone County,294386
8045,NJ,Lawnside,Camden County,193821
54180,WI,Wrightstown,Brown County,273137
5843,VT,Hardwick,Caledonia County,166425
49436,MI,Mears,Oceana County,243790
58540,ND,Garrison,McLean County,191230
31044,GA,Jeffersonville,Twiggs County,76059
29530,SC,Coward,Florence County,133581
47952,IN,Kingman,Fountain County,100267
4287,ME,Bowdoin,Sagadahoc County,288537
42784,KY,Upton,Larue County,126447
26408,WV,Mount Clare,Harrison County,175200
19529,PA,Albany Township,Berks County,331947
64644,MO,Hamilton,Caldwell County,142808
12167,NY,Town of Stamford,Delaware County,158775
59868,MT,Seeley Lake,Missoula County,477043
1431,MA,Ashby,Middlesex County,353916
16262,PA,West Franklin Township,Armstrong County,178122
56150,MN,Lakefield,Jackson County,139610
13612,NY,Black River,Jefferson County,188576
48449,MI,Lennon,Shiawassee County,183491
38321,TN,Cedar Grove,Carroll County,121223
17240,PA,Hopewell Township,Cumberland County,257480
96025,CA,Dunsmuir,Siskiyou County,214367
72040,AR,Des Arc,Prairie County,63229
40370,KY,Sadieville,Scott County,191573
40037,KY,Loretto,Marion County,143939
43773,OH,Quaker City,Guernsey County,149912
15424,PA,Henry Clay Township,Fayette County,116832
16748,PA,Sharon Township,Potter County,85586
65745,MO,Seligman,Barry County,141213
97449,OR,Lakeside,Coos County,265676
61842,IL,Farmer City,Dewitt County,117655
82331,WY,Saratoga,Carbon County,241829
75433,TX,Cumby,Hopkins County,151866
18322,PA,Brodheadsville,Monroe County,282441
32949,FL,Grant-Valkaria,Brevard County,482987
47024,IN,Laurel,Franklin County,159499
57025,SD,Elk Point,Union County,223127
24248,VA,Ewing,Lee County,108194
46051,IN,Lapel,Madison County,170265
48140,MI,Ida,Monroe County,257253
3602,NH,Alstead,Cheshire County,248869
15148,PA,Wilmerding,Allegheny County,49888
99556,AK,Anchor Point,Kenai Peninsula Borough,198500
14715,NY,Town of Bolivar,Allegany County,66850
59422,MT,Choteau,Teton County,205804
48891,MI,Vestaburg,Montcalm County,136425
98564,WA,Mossyrock,Lewis County,237455
97026,OR,Gervais,Marion County,367818
28133,NC,Peachland,Anson County,177879
4443,ME,Guilford,Piscataquis County,120260
36432,AL,Castleberry,Conecuh County,90647
86436,AZ,Mohave Valley,Mohave County,214931
28435,NC,Currie,Pender County,161956
13060,NY,Town of Elbridge,Onondaga County,190670
75417,TX,Bogata,Red River County,98567
17302,PA,Airville,York County,260066
25921,WV,Sophia,Raleigh County,66466
61748,IL,Hudson,McLean County,231626
56438,MN,Browerville,Todd County,189668
32181,FL,Pomona Park,Putnam County,164620
78940,TX,Fayetteville,Fayette County,421611
15456,PA,North Union Township,Fayette County,133362
12487,NY,Town Of Esopus,Ulster County,319906
54228,WI,Mishicot,Manitowoc County,177475
38477,TN,Prospect,Giles County,142972
93242,CA,Laton,Fresno County,283804
24271,VA,Nickelsville,Scott County,122736
54747,WI,Independence,Trempealeau County,151035
95428,CA,Covelo,Mendocino County,330571
49799,MI,Wolverine,Cheboygan County,137771
54437,WI,Greenwood,Clark County,125197
74363,OK,Quapaw,Ottawa County,89215
96103,CA,Graeagle,Plumas County,344509
30303,GA,Atlanta,Fulton County,229253
16731,PA,Eldred Township,McKean County,82607
49232,MI,Camden,Hillsdale County,203129
30473,GA,Uvalda,Montgomery County,102980
67579,KS,Sterling,Rice County,105978
22958,VA,Nellysford,Nelson County,437143
72006,AR,Augusta,Woodruff County,43256
31637,GA,Lenox,Cook County,112368
28670,NC,Ronda,Wilkes County,137773
39362,MS,State Line,Greene County,118208
18092,PA,Upper Milford Township,Lehigh County,376086
85938,AZ,Springerville,Apache County,173145
67107,KS,Moundridge,McPherson County,181351
97538,OR,Selma,Josephine County,354996
97042,OR,Mulino,Clackamas County,667082
80133,CO,Palmer Lake,El Paso County,468449
1827,MA,Dunstable,Middlesex County,620527
61956,IL,Villa Grove,Douglas County,88329
16617,PA,Bellwood,Blair County,129642
37888,TN,Washburn,Grainger County,136440
55001,MN,Afton,Washington County,655814
27820,NC,Conway,Northampton County,85879
1257,MA,Sheffield,Berkshire County,467077
98253,WA,Greenbank,Island County,679090
8063,NJ,National Park,Gloucester County,172960
8832,NJ,Woodbridge Township,Middlesex County,395349
37852,TN,Robbins,Scott County,91607
47340,IN,Farmland,Randolph County,117529
1337,MA,Bernardston,Franklin County,285764
50237,IA,Runnells,Polk County,331833
12458,NY,Town Of Wawarsing,Ulster County,226206
31716,GA,Baconton,Mitchell County,109211
96731,HI,Kahuku,Honolulu County,749280
97417,OR,Canyonville,Douglas County,230673
56256,MN,Madison,Lac Qui Parle County,71773
31560,GA,Screven,Wayne County,147341
6442,CT,Essex,Middlesex County,386654
16154,PA,Pymatuning Township,Mercer County,171285
76569,TX,Rogers,Bell County,266388
24281,VA,Rose Hill,Lee County,86310
27054,NC,Woodleaf,Rowan County,192337
71346,LA,Lecompte,Rapides Parish,163827
67013,KS,Belle Plaine,Sumner County,125597
70039,LA,Boutte,Saint Charles Parish,152312
45882,OH,Rockford,Mercer County,150400
38737,MS,Drew,Sunflower County,60552
27816,NC,Castalia,Nash County,163449
49887,MI,Stephenson,Menominee County,115643
83226,ID,Challis,Custer County,223545
16678,PA,Liberty Township,Bedford County,110017
52801,IA,Davenport,Scott County,135604
28167,NC,Union Mills,Rutherford County,186770
30648,GA,Lexington,Oglethorpe County,184193
29482,SC,Sullivans Island,Charleston County,2535322
78375,TX,Premont,Jim Wells County,69411
28450,NC,Lake Waccamaw,Columbus County,271771
37727,TN,Del Rio,Cocke County,126657
99326,WA,Connell,Franklin County,243638
50144,IA,Leon,Decatur County,86120
71268,LA,North Hodge,Jackson Parish,116653
66414,KS,Carbondale,Osage County,137582
13746,NY,Barker,Broome County,157933
28357,NC,Lumber Bridge,Hoke County,125946
42088,KY,Wingo,Graves County,98448
72135,AR,Roland,Pulaski County,273217
7435,NJ,Rockaway Township,Morris County,441169
38316,TN,Bradford,Gibson County,88436
16946,PA,Tioga Township,Tioga County,167063
85348,AZ,Salome,La Paz County,122421
73059,OK,Minco,Grady County,110863
54466,WI,Pittsville,Wood County,157970
63347,MO,Foley,Lincoln County,217984
70783,LA,Ventress,Pointe Coupee Parish,263962
45744,OH,Lowell,Washington County,133545
8097,NJ,Woodbury Heights,Gloucester County,233591
98376,WA,Quilcene,Jefferson County,402847
47579,IN,Santa Claus,Spencer County,221811
12920,NY,Town of Chateaugay,Franklin County,118551
51546,IA,Logan,Harrison County,165228
3447,NH,Fitzwilliam,Cheshire County,258603
29475,SC,Ruffin,Colleton County,139845
74330,OK,Adair,Mayes County,152643
44656,OH,Mineral City,Tuscarawas County,144314
5257,VT,North Bennington,Bennington County,230489
43003,OH,Ashley,Delaware County,180587
1038,MA,Hatfield,Hampshire County,381467
53556,WI,Lone Rock,Richland County,179326
30445,GA,Mount Vernon,Montgomery County,110294
76530,TX,Granger,Williamson County,352397
97437,OR,Elmira,Lane County,475055
74729,OK,Caddo,Bryan County,135853
30537,GA,Clayton,Rabun County,254438
12547,NY,Milton,Ulster County,340806
40076,KY,Waddy,Shelby County,213824
60541,IL,Newark,Kendall County,296009
65769,MO,Verona,Lawrence County,166115
78662,TX,Red Rock,Bastrop County,471637
80467,CO,Oak Creek,Routt County,520035
51002,IA,Alta,Buena Vista County,155616
38463,TN,Iron City,Wayne County,119747
25523,WV,Hamlin,Lincoln County,87719
17304,PA,Menallen Township,Adams County,248167
21651,MD,Millington,Kent County,252845
41063,KY,Morning View,Kenton County,205123
8741,NJ,Pine Beach,Ocean County,372972
1529,MA,Millville,Worcester County,383959
50643,IA,Hudson,Black Hawk County,218315
35073,AL,Graysville,Jefferson County,96890
17764,PA,Renovo,Clinton County,46084
2804,RI,Hopkinton,Washington County,336958
60520,IL,Hinckley,DeKalb County,234076
6384,CT,Voluntown,New London County,305451
1096,MA,Williamsburg,Hampshire County,337694
56762,MN,Warren,Marshall County,162283
57030,SD,Garretson,Minnehaha County,325754
43804,OH,Baltic,Holmes County,215429
75490,TX,Trenton,Fannin County,256049
56557,MN,Mahnomen,Mahnomen County,93566
48419,MI,Carsonville,Sanilac County,135731
62092,IL,White Hall,Greene County,62305
84629,UT,Fairview,Sanpete County,323195
45858,OH,McComb,Hancock County,142780
55384,MN,Spring Park,Hennepin County,470123
1521,MA,Holland,Hampden County,291150
